layer_z,score_percent,machine_x_mm,machine_y_mm,raw_image_x_px,raw_image_y_px
tensor(242),71.5228796005249,71.21245683294327,-38.96839331523529,279.296875,478.515625
tensor(242),73.00662398338318,64.21685689945808,-35.93871154573856,384.765625,537.109375
tensor(243),71.65843844413757,69.09589861001473,-42.5686760902572,308.59375,414.0625
tensor(243),72.11611866950989,65.58738901135273,-41.713513041742736,361.328125,431.640625
tensor(243),72.71136045455933,58.394237362960574,-31.53500619351003,472.65625,619.140625
tensor(244),72.08284139633179,66.57448157164437,-46.798076332084555,343.75,337.890625
tensor(244),71.01770043373108,61.91494660735628,-45.3508218502413,414.0625,367.1875
tensor(244),72.48817086219788,71.60689261157616,-38.95657309956785,273.4375,478.515625
tensor(244),72.76849746704102,65.41913491124829,-35.578589151262136,367.1875,542.96875
tensor(244),70.53205966949463,47.49464955132494,-36.10194008247778,630.859375,542.96875
tensor(245),70.46810388565063,58.72303102985875,-46.72765169430413,460.9375,343.75
tensor(245),70.53722143173218,52.136404000226946,-42.12409191064345,560.546875,431.640625
tensor(245),71.79835438728333,66.38839240199735,-41.36773366969649,349.609375,437.5
tensor(245),70.77677249908447,49.80524482540566,-39.93376627795383,595.703125,472.65625
tensor(245),72.79435396194458,61.42632068063736,-36.34540073647278,425.78125,531.25
tensor(246),72.26345539093018,67.76392406086208,-46.44231578546389,326.171875,343.75
tensor(246),71.72717452049255,65.89747851628424,-43.94814781489928,355.46875,390.625
tensor(246),71.53598070144653,59.642386007969044,-42.537989491198054,449.21875,419.921875
tensor(246),70.12336850166321,53.38457664742192,-39.82625340714411,542.96875,472.65625
tensor(246),72.6527452468872,63.47993685488441,-34.332941612167566,396.484375,566.40625
tensor(247),71.25284671783447,63.79195672419519,-47.840171069699586,384.765625,320.3125
tensor(247),70.33682465553284,66.9545421550953,-47.104058198508916,337.890625,332.03125
tensor(247),71.34002447128296,59.90428136974004,-46.690370737860775,443.359375,343.75
tensor(247),70.18682956695557,69.76638359720035,-35.77628942159133,302.734375,537.109375
tensor(247),72.91803359985352,50.69891323038705,-35.68221678155557,583.984375,548.828125
tensor(247),70.38028240203857,63.08229981199585,-34.34443980893135,402.34375,566.40625
tensor(247),71.28479480743408,58.10263259931752,-27.92147109503066,478.515625,683.59375
tensor(247),70.14590501785278,54.1727071416025,-9.189264692669596,542.96875,1011.71875
tensor(248),72.33440279960632,64.54211775099213,-48.76849615871245,373.046875,302.734375
