layer_z,score_percent,machine_x_mm,machine_y_mm,raw_image_x_px,raw_image_y_px
tensor(203),76.55771970748901,5.254029806828797,-0.21208564394792478,1234.375,1181.640625
tensor(203),75.69629549980164,-0.2937952821275169,2.498649345388149,1310.546875,1228.515625
tensor(203),94.6054458618164,1.2893872150556362,7.514688434622724,1287.109375,1310.546875
tensor(203),90.89556336402893,-4.792962435541896,12.068632410634278,1369.140625,1386.71875
tensor(204),83.79129767417908,-4.802791510644206,12.429536963230813,1369.140625,1392.578125
tensor(204),79.7065258026123,-5.2906039980757456,14.5920899583181,1375.0,1427.734375
tensor(205),81.32627606391907,9.882299392241038,-0.11359530318676511,1169.921875,1181.640625
tensor(205),86.92712783813477,1.3050381287620603,6.800385512543508,1287.109375,1298.828125
tensor(205),79.68587875366211,6.805663151931962,7.622893857331841,1210.9375,1310.546875
tensor(205),90.64945578575134,-4.802791510644206,12.429536963230813,1369.140625,1392.578125
tensor(206),72.20209240913391,10.506052003722916,-14.686677840798323,1164.0625,935.546875
tensor(206),93.40142607688904,4.739345517399503,4.7314440077143445,1240.234375,1263.671875
tensor(206),97.30783700942993,1.3050381287620603,6.800385512543508,1287.109375,1298.828125
tensor(206),93.92868876457214,0.8246225271668,9.29625865658212,1292.96875,1339.84375
tensor(206),94.4085955619812,-4.374995787274089,12.437470123209419,1363.28125,1392.578125
tensor(206),97.21837639808655,-3.5951724559148857,15.348204033390342,1351.5625,1439.453125
tensor(207),85.02414226531982,-4.802791510644206,12.429536963230813,1369.140625,1392.578125
tensor(208),93.32709312438965,4.739345517399503,4.7314440077143445,1240.234375,1263.671875
tensor(208),89.41146731376648,-0.8017080327929985,6.044715979123204,1316.40625,1287.109375
tensor(208),83.96618366241455,-0.026708659522402926,9.279884050128107,1304.6875,1339.84375
tensor(208),79.2625367641449,-4.365304942667873,12.076595870771765,1363.28125,1386.71875
tensor(208),92.2092080116272,-4.452747190003442,15.332829658530587,1363.28125,1439.453125
tensor(209),71.23364806175232,-4.365304942667873,12.076595870771765,1363.28125,1386.71875
tensor(210),87.68917918205261,9.676445389684547,-14.70691570592544,1175.78125,935.546875
tensor(210),89.14375305175781,7.555496742125644,-12.00805226213758,1205.078125,982.421875
tensor(210),70.96352577209473,6.614483402781098,-5.789842075497217,1216.796875,1087.890625
tensor(210),94.69695091247559,6.56596063270337,-2.994606876116232,1216.796875,1134.765625
tensor(210),87.39341497421265,2.7840613781212453,-3.0773537885863917,1269.53125,1134.765625
tensor(210),71.21216058731079,5.24751434575531,0.14017739510475946,1234.375,1187.5
tensor(210),85.66136956214905,0.9834534087180742,2.1707744420654924,1292.96875,1222.65625
tensor(210),95.36646604537964,5.14928446365955,5.451045866660907,1234.375,1275.390625
tensor(210),96.42120003700256,0.45577298396476784,6.783597286533254,1298.828125,1298.828125
tensor(210),95.36422491073608,2.101040468420726,9.3208094328084,1275.390625,1339.84375
tensor(210),95.7663357257843,-1.3042846984436536,9.255310998911982,1322.265625,1339.84375
tensor(210),93.9171850681305,-4.773323207569435,11.347518093064592,1369.140625,1375.0
tensor(210),74.8779296875,1.1238375365884647,15.07032520424686,1287.109375,1433.59375
tensor(210),96.61937355995178,-4.452747190003442,15.332829658530587,1363.28125,1439.453125
tensor(211),75.06333589553833,5.566122541634234,5.815375052438113,1228.515625,1281.25
tensor(211),91.21116399765015,-4.792962435541896,12.068632410634278,1369.140625,1386.71875
tensor(212),76.51950120925903,3.610973297495491,-2.3575365731057074,1257.8125,1146.484375
tensor(212),75.21572709083557,3.9832688255064355,0.11336905956175797,1251.953125,1187.5
tensor(212),87.75087594985962,3.8789716820323425,5.425548246805164,1251.953125,1275.390625
tensor(212),87.06172704696655,0.45577298396476784,6.783597286533254,1298.828125,1298.828125
tensor(212),82.15581178665161,2.1161947949794304,8.604340231539243,1275.390625,1328.125
tensor(212),78.3123254776001,-5.220697787246569,12.060667500678424,1375.0,1386.71875
tensor(212),83.19582343101501,1.5515099637059282,15.078025436413133,1281.25,1433.59375
tensor(212),91.04635715484619,-4.871772212338038,14.9623743892826,1369.140625,1433.59375
tensor(213),85.3503406047821,2.138889998167814,7.531351996922933,1275.390625,1310.546875
tensor(213),74.92510676383972,1.488962390402211,17.98302110532066,1281.25,1480.46875
tensor(214),90.71747064590454,8.436913541407344,-15.079951327774204,1193.359375,929.6875
tensor(214),94.64728832244873,10.5012699180379,-14.343934287500838,1164.0625,941.40625
tensor(214),79.96819019317627,14.621745376408047,-11.839821741412269,1105.46875,982.421875
tensor(214),89.56416845321655,7.971749125407849,-11.99814228602197,1199.21875,982.421875
tensor(214),76.58465504646301,3.6740021974977264,-5.5069454290751665,1257.8125,1093.75
tensor(214),85.97947359085083,9.528931359260069,-4.678022936549549,1175.78125,1105.46875
tensor(214),98.49416017532349,3.6250107165705825,-3.0589540490332543,1257.8125,1134.765625
tensor(214),95.39120197296143,6.559878033814175,-2.6442086096619413,1216.796875,1140.625
tensor(214),90.36893844604492,5.66239261063754,0.501567849081953,1228.515625,1193.359375
tensor(214),92.08524823188782,1.8214152813363442,2.5423867646425866,1281.25,1228.515625
tensor(214),76.41720771789551,-0.3104096307707326,3.207744620260829,1310.546875,1240.234375
tensor(214),97.36747145652771,3.8859558227972006,5.0698241495188014,1251.953125,1269.53125
tensor(214),99.11338686943054,0.45577298396476784,6.783597286533254,1298.828125,1298.828125
tensor(214),97.45818376541138,1.683361243460623,8.954248343296983,1281.25,1333.984375
tensor(214),96.53523564338684,-1.7479379467042793,9.9650422036621,1328.125,1351.5625
tensor(214),98.31165075302124,-4.355620318198516,11.715953248014495,1363.28125,1380.859375
tensor(214),94.27501559257507,1.567096624919121,14.354109528481759,1281.25,1421.875
tensor(214),96.87095284461975,-2.318449825273845,15.734070814052032,1333.984375,1445.3125
tensor(214),96.25407457351685,-4.033528797310563,15.703455884318888,1357.421875,1445.3125
tensor(214),78.75258326530457,1.0601815178570888,17.97556645984987,1287.109375,1480.46875
tensor(215),86.9779646396637,-0.7339515139969728,3.199050810103859,1316.40625,1240.234375
tensor(215),89.79697227478027,-0.7932195580015766,5.688213645749617,1316.40625,1281.25
tensor(215),80.62788248062134,6.811723076490904,7.266013710486236,1210.9375,1304.6875
tensor(215),93.92789006233215,1.2972151699445098,7.157422963998023,1287.109375,1304.6875
tensor(215),92.77109503746033,-4.802791510644206,12.429536963230813,1369.140625,1392.578125
tensor(215),70.31711339950562,2.3915671463588155,15.818146731825808,1269.53125,1445.3125
tensor(216),93.4639573097229,8.658965233486548,-2.598438129997778,1187.5,1140.625
tensor(216),89.20502066612244,3.1974236434847083,-2.717526740665874,1263.671875,1140.625
tensor(216),90.43012857437134,-0.7255062000501336,2.8443611630116536,1316.40625,1234.375
tensor(216),93.95388960838318,5.162435967945173,4.740000429428423,1234.375,1263.671875
tensor(216),97.3160982131958,-0.37707904378115964,6.053174601262386,1310.546875,1287.109375
tensor(216),91.20116829872131,-1.730297931210834,9.24711700914652,1328.125,1339.84375
tensor(216),96.74953818321228,-4.8126269012627025,12.790673409318321,1369.140625,1398.4375
tensor(216),89.09829258918762,1.5437091152421958,15.440332554082891,1281.25,1439.453125
tensor(216),97.59169220924377,-3.1758327572166434,15.718766143746002,1345.703125,1445.3125
tensor(217),84.26622748374939,9.892377027083985,-0.8168201275137522,1169.921875,1169.921875
tensor(217),71.65719866752625,6.805663151931962,7.622893857331841,1210.9375,1310.546875
tensor(217),80.43093681335449,-5.230665143026861,12.421602358486354,1375.0,1392.578125
tensor(218),96.24596834182739,3.6250107165705825,-3.0589540490332543,1257.8125,1134.765625
tensor(218),72.87357449531555,5.24751434575531,0.14017739510475946,1234.375,1187.5
tensor(218),93.98137927055359,4.732636562253954,5.086882901001837,1240.234375,1269.53125
tensor(218),97.97022938728333,0.880443976414586,6.791992159023818,1292.96875,1298.828125
tensor(218),95.62157392501831,-0.4524900836276896,9.271694518998332,1310.546875,1339.84375
tensor(218),95.64297199249268,-4.365304942667873,12.076595870771765,1363.28125,1386.71875
tensor(218),73.14413189888,-0.1596476047942089,15.047216083939023,1304.6875,1433.59375
tensor(218),90.52264094352722,-4.452747190003442,15.332829658530587,1363.28125,1439.453125
tensor(219),83.33399295806885,-5.220697787246569,12.060667500678424,1375.0,1386.71875
tensor(219),70.82335352897644,-4.881651982497109,15.32514036592805,1369.140625,1439.453125
tensor(220),82.71138072013855,3.1974236434847083,-2.717526740665874,1263.671875,1140.625
tensor(220),78.9067029953003,3.0317140362269,5.408542156899543,1263.671875,1275.390625
tensor(220),85.10436415672302,-0.8017080327929985,6.044715979123204,1316.40625,1287.109375
tensor(220),80.69366812705994,1.2972151699445098,7.157422963998023,1287.109375,1304.6875
tensor(220),78.65694761276245,1.2658733260545654,8.58785514795233,1287.109375,1328.125
tensor(220),81.76394701004028,-1.3216502845317617,9.973176267671224,1322.265625,1351.5625
tensor(220),77.15290188789368,-4.802791510644206,12.429536963230813,1369.140625,1392.578125
tensor(220),76.10023617744446,0.31744239329275303,12.88541233212873,1298.828125,1398.4375
tensor(220),71.68125510215759,-4.452747190003442,15.332829658530587,1363.28125,1439.453125
tensor(221),74.10909533500671,13.799045741724159,-12.547428072276904,1117.1875,970.703125
tensor(221),83.79377126693726,-5.65861670570683,12.413666308581298,1380.859375,1392.578125
tensor(222),79.34751510620117,10.09128543076379,-14.696795877251681,1169.921875,935.546875
tensor(222),72.28326201438904,7.422981350627589,-4.025933866144054,1205.078125,1117.1875
tensor(222),91.13143682479858,3.617994226695483,-2.7083562224857833,1257.8125,1140.625
tensor(222),84.15500521659851,4.739345517399503,4.7314440077143445,1240.234375,1263.671875
tensor(222),95.50663232803345,-0.8017080327929985,6.044715979123204,1316.40625,1287.109375
tensor(222),96.8595564365387,1.683361243460623,8.954248343296983,1281.25,1333.984375
tensor(222),96.85853719711304,2.101040468420726,9.3208094328084,1275.390625,1339.84375
tensor(222),88.21297287940979,-0.8783487562599507,9.26350350206108,1316.40625,1339.84375
tensor(222),82.04524517059326,-5.7092426808545085,14.221976247489211,1380.859375,1421.875
tensor(222),89.24665451049805,-2.318449825273845,15.734070814052032,1333.984375,1445.3125
tensor(223),76.92924737930298,5.142702427341272,5.806908343695268,1234.375,1281.25
tensor(223),89.99418616294861,1.2972151699445098,7.157422963998023,1287.109375,1304.6875
tensor(223),83.27522873878479,2.1086200539033384,8.962460314776527,1275.390625,1333.984375
tensor(223),74.6966004371643,-5.648511019046127,12.052701140508209,1380.859375,1386.71875
tensor(223),79.25584316253662,1.5515099637059282,15.078025436413133,1281.25,1433.59375
tensor(224),72.83538579940796,3.617994226695483,-2.7083562224857833,1257.8125,1140.625
tensor(224),88.94868493080139,4.7460502032847245,4.376231298853221,1240.234375,1257.8125
tensor(224),97.43334650993347,0.03925176002392539,6.418302443358541,1304.6875,1292.96875
tensor(224),84.34542417526245,-1.730297931210834,9.24711700914652,1328.125,1339.84375
tensor(224),90.05982279777527,-4.861898800482026,14.59984187717895,1369.140625,1427.734375
tensor(225),82.89785385131836,1.2972151699445098,7.157422963998023,1287.109375,1304.6875
tensor(226),76.09392404556274,3.1974236434847083,-2.717526740665874,1263.671875,1140.625
tensor(226),95.26942372322083,3.9763465526827586,0.46594202941977764,1251.953125,1193.359375
tensor(226),76.06366276741028,3.9068815825126966,4.004009866067432,1251.953125,1251.953125
tensor(226),93.91012191772461,0.872484758711953,7.149059245386399,1292.96875,1304.6875
tensor(226),95.8192765712738,0.8246225271668,9.29625865658212,1292.96875,1339.84375
tensor(226),73.86935353279114,-5.7092426808545085,14.221976247489211,1380.859375,1421.875
tensor(226),90.91327786445618,-2.7471021634431896,15.72641917734786,1339.84375,1445.3125
tensor(227),87.33723759651184,7.388095130910898,-1.924548260900382,1205.078125,1152.34375
tensor(227),71.01162672042847,1.7218687127477554,7.1657851689297,1281.25,1304.6875
tensor(227),71.06370329856873,2.1086200539033384,8.962460314776527,1275.390625,1333.984375
tensor(228),95.46807408332825,6.985795300940633,-2.98542100938473,1210.9375,1134.765625
tensor(228),85.89690923690796,3.204573737344932,-3.0681530941630375,1263.671875,1134.765625
tensor(228),74.3246853351593,10.31240899284409,-0.8078187003671604,1164.0625,1169.921875
tensor(228),86.6823136806488,-1.217789129744467,5.67972395245523,1322.265625,1281.25
tensor(228),93.45910549163818,1.2972151699445098,7.157422963998023,1287.109375,1304.6875
