candidate_rank,orientation,screen_A_to_D_machine_parts,part,layer_z,stage,led,filter,registered_column_1_based,sample_count,in_frame_fraction,valid_fraction,pearson_r,spearman_r,abs_spearman_r
2,mirror_rotate_270,part04;part03;part02;part01,part04,50,A,2,original,23,1929,1.0,0.3612359550561798,-0.01639437095135469,0.003652163158394842,0.003652163158394842
2,mirror_rotate_270,part04;part03;part02;part01,part04,50,A,2,mean3,24,1929,1.0,0.3612359550561798,-0.015046265418531874,0.005114550892593722,0.005114550892593722
2,mirror_rotate_270,part04;part03;part02;part01,part04,50,A,2,mean5,25,1929,1.0,0.3612359550561798,-0.015224631176693267,0.00733690734074717,0.00733690734074717
2,mirror_rotate_270,part04;part03;part02;part01,part04,50,A,3,original,26,5340,1.0,1.0,0.06787128256364643,0.07684975306976305,0.07684975306976305
2,mirror_rotate_270,part04;part03;part02;part01,part04,50,A,3,mean3,27,5340,1.0,1.0,0.07802330998807219,0.08881728024988594,0.08881728024988594
2,mirror_rotate_270,part04;part03;part02;part01,part04,50,A,3,mean5,28,5340,1.0,1.0,0.08693423649263747,0.10247552508252167,0.10247552508252167
2,mirror_rotate_270,part04;part03;part02;part01,part04,50,B,1,original,29,1828,1.0,0.3423220973782772,0.05948173862839606,0.00048212242087556154,0.00048212242087556154
2,mirror_rotate_270,part04;part03;part02;part01,part04,50,B,1,mean3,30,1828,1.0,0.3423220973782772,0.07028033929317193,0.01547320822495271,0.01547320822495271
2,mirror_rotate_270,part04;part03;part02;part01,part04,50,B,1,mean5,31,1828,1.0,0.3423220973782772,0.09883925562801085,0.05259309965867328,0.05259309965867328
2,mirror_rotate_270,part04;part03;part02;part01,part04,50,B,2,original,32,4728,1.0,0.8853932584269663,0.5776856784242079,0.6063972034324593,0.6063972034324593
2,mirror_rotate_270,part04;part03;part02;part01,part04,50,B,2,mean3,33,4728,1.0,0.8853932584269663,0.5965851913757553,0.6201647483379352,0.6201647483379352
2,mirror_rotate_270,part04;part03;part02;part01,part04,50,B,2,mean5,34,4728,1.0,0.8853932584269663,0.614938561710465,0.6357522774215723,0.6357522774215723
2,mirror_rotate_270,part04;part03;part02;part01,part04,50,B,3,original,35,5204,1.0,0.9745318352059925,0.45645913522111525,0.5043152637051753,0.5043152637051753
2,mirror_rotate_270,part04;part03;part02;part01,part04,50,B,3,mean3,36,5204,1.0,0.9745318352059925,0.47717170156156424,0.5203433069846874,0.5203433069846874
2,mirror_rotate_270,part04;part03;part02;part01,part04,50,B,3,mean5,37,5204,1.0,0.9745318352059925,0.49725119582055766,0.536938579178387,0.536938579178387
2,mirror_rotate_270,part04;part03;part02;part01,part03,50,A,1,original,20,370,1.0,0.06928838951310862,-0.041893121986871784,-0.013505758434033472,0.013505758434033472
2,mirror_rotate_270,part04;part03;part02;part01,part03,50,A,1,mean3,21,370,1.0,0.06928838951310862,-0.06079488738229453,0.002821044942915402,0.002821044942915402
2,mirror_rotate_270,part04;part03;part02;part01,part03,50,A,1,mean5,22,370,1.0,0.06928838951310862,-0.07848285112489024,-0.026525815365023245,0.026525815365023245
2,mirror_rotate_270,part04;part03;part02;part01,part03,50,A,2,original,23,3818,1.0,0.7149812734082397,0.013305371497974866,0.01810133313229777,0.01810133313229777
2,mirror_rotate_270,part04;part03;part02;part01,part03,50,A,2,mean3,24,3818,1.0,0.7149812734082397,0.02062447168947936,0.024465008808865294,0.024465008808865294
2,mirror_rotate_270,part04;part03;part02;part01,part03,50,A,2,mean5,25,3818,1.0,0.7149812734082397,0.03052224464583106,0.036843495613558874,0.036843495613558874
2,mirror_rotate_270,part04;part03;part02;part01,part03,50,A,3,original,26,5336,1.0,0.9992509363295881,0.015053930109507728,0.010140482601089766,0.010140482601089766
2,mirror_rotate_270,part04;part03;part02;part01,part03,50,A,3,mean3,27,5336,1.0,0.9992509363295881,0.009518912661746922,0.005418787427709048,0.005418787427709048
2,mirror_rotate_270,part04;part03;part02;part01,part03,50,A,3,mean5,28,5336,1.0,0.9992509363295881,0.0012705396663551206,-0.0019454602048602418,0.0019454602048602418
2,mirror_rotate_270,part04;part03;part02;part01,part03,50,B,1,original,29,3200,1.0,0.599250936329588,-0.039593953143084844,-0.016373368665235144,0.016373368665235144
2,mirror_rotate_270,part04;part03;part02;part01,part03,50,B,1,mean3,30,3200,1.0,0.599250936329588,-0.036215632270062685,-0.01191245373653161,0.01191245373653161
2,mirror_rotate_270,part04;part03;part02;part01,part03,50,B,1,mean5,31,3200,1.0,0.599250936329588,-0.025711362116863055,-0.0010466242157807157,0.0010466242157807157
2,mirror_rotate_270,part04;part03;part02;part01,part03,50,B,2,original,32,5126,1.0,0.9599250936329587,0.5726747857643576,0.6067113453406385,0.6067113453406385
2,mirror_rotate_270,part04;part03;part02;part01,part03,50,B,2,mean3,33,5126,1.0,0.9599250936329587,0.5949125516709882,0.622134560741851,0.622134560741851
2,mirror_rotate_270,part04;part03;part02;part01,part03,50,B,2,mean5,34,5126,1.0,0.9599250936329587,0.618713945117872,0.6378959636725146,0.6378959636725146
2,mirror_rotate_270,part04;part03;part02;part01,part03,50,B,3,original,35,5149,1.0,0.9642322097378278,0.22186280874879516,0.19591003483640881,0.19591003483640881
2,mirror_rotate_270,part04;part03;part02;part01,part03,50,B,3,mean3,36,5149,1.0,0.9642322097378278,0.24350249827673573,0.21525712842630956,0.21525712842630956
2,mirror_rotate_270,part04;part03;part02;part01,part03,50,B,3,mean5,37,5149,1.0,0.9642322097378278,0.26278730848569154,0.23293941207031524,0.23293941207031524
2,mirror_rotate_270,part04;part03;part02;part01,part02,50,A,1,original,20,1046,1.0,0.19588014981273408,-0.003945413712342865,-0.0018571286159672134,0.0018571286159672134
2,mirror_rotate_270,part04;part03;part02;part01,part02,50,A,1,mean3,21,1046,1.0,0.19588014981273408,-0.007753034367669404,-0.01584930397395972,0.01584930397395972
2,mirror_rotate_270,part04;part03;part02;part01,part02,50,A,1,mean5,22,1046,1.0,0.19588014981273408,-0.00956585916389588,-0.015223975633797541,0.015223975633797541
2,mirror_rotate_270,part04;part03;part02;part01,part02,50,A,2,original,23,4734,1.0,0.8865168539325843,0.02138752917533165,0.0305246789892627,0.0305246789892627
2,mirror_rotate_270,part04;part03;part02;part01,part02,50,A,2,mean3,24,4734,1.0,0.8865168539325843,0.02686924048006164,0.0350584560583891,0.0350584560583891
2,mirror_rotate_270,part04;part03;part02;part01,part02,50,A,2,mean5,25,4734,1.0,0.8865168539325843,0.032925681135672256,0.041026212121243556,0.041026212121243556
2,mirror_rotate_270,part04;part03;part02;part01,part02,50,A,3,original,26,5336,1.0,0.9992509363295881,-0.0042721033846072265,-0.006813004071470219,0.006813004071470219
2,mirror_rotate_270,part04;part03;part02;part01,part02,50,A,3,mean3,27,5336,1.0,0.9992509363295881,-0.0072965662000861265,-0.009309138647266027,0.009309138647266027
2,mirror_rotate_270,part04;part03;part02;part01,part02,50,A,3,mean5,28,5336,1.0,0.9992509363295881,-0.005078023591838542,-0.009188694489661142,0.009188694489661142
2,mirror_rotate_270,part04;part03;part02;part01,part02,50,B,1,original,29,4013,1.0,0.751498127340824,0.11012507725870693,0.1368407270427528,0.1368407270427528
2,mirror_rotate_270,part04;part03;part02;part01,part02,50,B,1,mean3,30,4013,1.0,0.751498127340824,0.11826803384254171,0.14598169883106082,0.14598169883106082
2,mirror_rotate_270,part04;part03;part02;part01,part02,50,B,1,mean5,31,4013,1.0,0.751498127340824,0.13445496030195442,0.16075638148144533,0.16075638148144533
2,mirror_rotate_270,part04;part03;part02;part01,part02,50,B,2,original,32,5245,1.0,0.9822097378277154,0.5802050250351675,0.6019165834897603,0.6019165834897603
2,mirror_rotate_270,part04;part03;part02;part01,part02,50,B,2,mean3,33,5245,1.0,0.9822097378277154,0.5978668214725752,0.6144469170739291,0.6144469170739291
2,mirror_rotate_270,part04;part03;part02;part01,part02,50,B,2,mean5,34,5245,1.0,0.9822097378277154,0.6232074953715028,0.632622747491167,0.632622747491167
2,mirror_rotate_270,part04;part03;part02;part01,part02,50,B,3,original,35,5012,1.0,0.9385767790262173,0.11253563520695534,0.08197039007825702,0.08197039007825702
2,mirror_rotate_270,part04;part03;part02;part01,part02,50,B,3,mean3,36,5012,1.0,0.9385767790262173,0.11785677687884476,0.08507923958230422,0.08507923958230422
2,mirror_rotate_270,part04;part03;part02;part01,part02,50,B,3,mean5,37,5012,1.0,0.9385767790262173,0.12144703719920641,0.08441597435933634,0.08441597435933634
2,mirror_rotate_270,part04;part03;part02;part01,part01,50,A,1,original,20,3174,1.0,0.5943820224719101,0.043409405345101924,0.039428865415858806,0.039428865415858806
2,mirror_rotate_270,part04;part03;part02;part01,part01,50,A,1,mean3,21,3174,1.0,0.5943820224719101,0.05376425305738144,0.048897445576785395,0.048897445576785395
2,mirror_rotate_270,part04;part03;part02;part01,part01,50,A,1,mean5,22,3174,1.0,0.5943820224719101,0.062309874013836045,0.05481418457122014,0.05481418457122014
2,mirror_rotate_270,part04;part03;part02;part01,part01,50,A,2,original,23,5195,1.0,0.9728464419475655,-0.011575671265876672,-0.005783698785716919,0.005783698785716919
2,mirror_rotate_270,part04;part03;part02;part01,part01,50,A,2,mean3,24,5195,1.0,0.9728464419475655,-0.007487728484040721,-0.00041927012894427774,0.00041927012894427774
2,mirror_rotate_270,part04;part03;part02;part01,part01,50,A,2,mean5,25,5195,1.0,0.9728464419475655,-0.0029195120424358703,0.0024841208879325654,0.0024841208879325654
2,mirror_rotate_270,part04;part03;part02;part01,part01,50,A,3,original,26,5339,1.0,0.999812734082397,0.03998496662591496,0.04478500909009407,0.04478500909009407
2,mirror_rotate_270,part04;part03;part02;part01,part01,50,A,3,mean3,27,5339,1.0,0.999812734082397,0.04115225729568161,0.05034670614196666,0.05034670614196666
2,mirror_rotate_270,part04;part03;part02;part01,part01,50,A,3,mean5,28,5339,1.0,0.999812734082397,0.03964888271630851,0.05165295681748349,0.05165295681748349
2,mirror_rotate_270,part04;part03;part02;part01,part01,50,B,1,original,29,4504,1.0,0.8434456928838951,0.29147583198069477,0.3564058497394502,0.3564058497394502
2,mirror_rotate_270,part04;part03;part02;part01,part01,50,B,1,mean3,30,4504,1.0,0.8434456928838951,0.306401298343406,0.36931108038012894,0.36931108038012894
2,mirror_rotate_270,part04;part03;part02;part01,part01,50,B,1,mean5,31,4504,1.0,0.8434456928838951,0.3313767127467696,0.3859544941938876,0.3859544941938876
2,mirror_rotate_270,part04;part03;part02;part01,part01,50,B,2,original,32,5326,1.0,0.9973782771535581,0.5546184728712578,0.586429486795643,0.586429486795643
2,mirror_rotate_270,part04;part03;part02;part01,part01,50,B,2,mean3,33,5326,1.0,0.9973782771535581,0.583080997203666,0.5988552036323297,0.5988552036323297
2,mirror_rotate_270,part04;part03;part02;part01,part01,50,B,2,mean5,34,5326,1.0,0.9973782771535581,0.6145655670086544,0.6140828469132354,0.6140828469132354
2,mirror_rotate_270,part04;part03;part02;part01,part01,50,B,3,original,35,4723,1.0,0.8844569288389513,0.21980848659537136,0.21649663012689913,0.21649663012689913
2,mirror_rotate_270,part04;part03;part02;part01,part01,50,B,3,mean3,36,4723,1.0,0.8844569288389513,0.2406643239903741,0.23920213064756535,0.23920213064756535
2,mirror_rotate_270,part04;part03;part02;part01,part01,50,B,3,mean5,37,4723,1.0,0.8844569288389513,0.2614746857852009,0.2592523090841648,0.2592523090841648
2,mirror_rotate_270,part04;part03;part02;part01,part04,75,A,1,original,20,130,1.0,0.03558718861209965,-0.06505216350123995,-0.012616350864905713,0.012616350864905713
2,mirror_rotate_270,part04;part03;part02;part01,part04,75,A,1,mean3,21,130,1.0,0.03558718861209965,-0.07453103877312893,-0.056891765012682276,0.056891765012682276
2,mirror_rotate_270,part04;part03;part02;part01,part04,75,A,1,mean5,22,130,1.0,0.03558718861209965,-0.11993562317763942,-0.1258378292668435,0.1258378292668435
2,mirror_rotate_270,part04;part03;part02;part01,part04,75,A,2,original,23,1601,1.0,0.43826991513824254,0.0027990923769333617,-0.03216083771631437,0.03216083771631437
2,mirror_rotate_270,part04;part03;part02;part01,part04,75,A,2,mean3,24,1601,1.0,0.43826991513824254,0.0007420722300195305,-0.02801159803745025,0.02801159803745025
2,mirror_rotate_270,part04;part03;part02;part01,part04,75,A,2,mean5,25,1601,1.0,0.43826991513824254,0.006765074674394545,-0.004125758584466358,0.004125758584466358
2,mirror_rotate_270,part04;part03;part02;part01,part04,75,A,3,original,26,3652,1.0,0.9997262523952916,0.07649130889193928,0.055066929277189744,0.055066929277189744
2,mirror_rotate_270,part04;part03;part02;part01,part04,75,A,3,mean3,27,3652,1.0,0.9997262523952916,0.0922133931737244,0.07196767017597112,0.07196767017597112
2,mirror_rotate_270,part04;part03;part02;part01,part04,75,A,3,mean5,28,3652,1.0,0.9997262523952916,0.11131363474347458,0.09407045715433826,0.09407045715433826
2,mirror_rotate_270,part04;part03;part02;part01,part04,75,B,1,original,29,992,1.0,0.27155762387079113,0.3317370467903584,0.28524938432059355,0.28524938432059355
2,mirror_rotate_270,part04;part03;part02;part01,part04,75,B,1,mean3,30,992,1.0,0.27155762387079113,0.34443446611826306,0.3092331115298551,0.3092331115298551
2,mirror_rotate_270,part04;part03;part02;part01,part04,75,B,1,mean5,31,992,1.0,0.27155762387079113,0.3675119418697288,0.34014940789526976,0.34014940789526976
2,mirror_rotate_270,part04;part03;part02;part01,part04,75,B,2,original,32,3170,1.0,0.8677799069258144,0.6843859616489929,0.6980090727962558,0.6980090727962558
2,mirror_rotate_270,part04;part03;part02;part01,part04,75,B,2,mean3,33,3170,1.0,0.8677799069258144,0.7019297981152874,0.7098617016412355,0.7098617016412355
2,mirror_rotate_270,part04;part03;part02;part01,part04,75,B,2,mean5,34,3170,1.0,0.8677799069258144,0.7245509732581569,0.7267961688651342,0.7267961688651342
2,mirror_rotate_270,part04;part03;part02;part01,part04,75,B,3,original,35,3633,1.0,0.9945250479058309,0.6276382130232926,0.7332592808185533,0.7332592808185533
2,mirror_rotate_270,part04;part03;part02;part01,part04,75,B,3,mean3,36,3633,1.0,0.9945250479058309,0.6397059205060934,0.7400809664649857,0.7400809664649857
2,mirror_rotate_270,part04;part03;part02;part01,part04,75,B,3,mean5,37,3633,1.0,0.9945250479058309,0.6574495066580824,0.7490340270608596,0.7490340270608596
2,mirror_rotate_270,part04;part03;part02;part01,part03,75,A,1,original,20,149,1.0,0.04078839310156036,-0.09145435392167689,-0.0869061855827069,0.0869061855827069
2,mirror_rotate_270,part04;part03;part02;part01,part03,75,A,1,mean3,21,149,1.0,0.04078839310156036,-0.07815926862134649,-0.060165734791778606,0.060165734791778606
2,mirror_rotate_270,part04;part03;part02;part01,part03,75,A,1,mean5,22,149,1.0,0.04078839310156036,-0.07839759005235798,-0.05831292944624875,0.05831292944624875
2,mirror_rotate_270,part04;part03;part02;part01,part03,75,A,2,original,23,2680,1.0,0.7336435806186696,0.053910282828114345,0.03960049972099448,0.03960049972099448
2,mirror_rotate_270,part04;part03;part02;part01,part03,75,A,2,mean3,24,2680,1.0,0.7336435806186696,0.056190922126393664,0.04193083725930316,0.04193083725930316
2,mirror_rotate_270,part04;part03;part02;part01,part03,75,A,2,mean5,25,2680,1.0,0.7336435806186696,0.06226843087780678,0.05065777922989383,0.05065777922989383
2,mirror_rotate_270,part04;part03;part02;part01,part03,75,A,3,original,26,3652,1.0,0.9997262523952916,0.09264555234968802,0.08828256256242564,0.08828256256242564
2,mirror_rotate_270,part04;part03;part02;part01,part03,75,A,3,mean3,27,3652,1.0,0.9997262523952916,0.10598511157549065,0.09795354253683011,0.09795354253683011
2,mirror_rotate_270,part04;part03;part02;part01,part03,75,A,3,mean5,28,3652,1.0,0.9997262523952916,0.11294308661508806,0.10477775000281357,0.10477775000281357
2,mirror_rotate_270,part04;part03;part02;part01,part03,75,B,1,original,29,1354,1.0,0.3706542567752532,0.38956125932941665,0.3857875031035584,0.3857875031035584
2,mirror_rotate_270,part04;part03;part02;part01,part03,75,B,1,mean3,30,1354,1.0,0.3706542567752532,0.40401247680118296,0.3999933085243445,0.3999933085243445
2,mirror_rotate_270,part04;part03;part02;part01,part03,75,B,1,mean5,31,1354,1.0,0.3706542567752532,0.42803038047965913,0.42318856694428,0.42318856694428
2,mirror_rotate_270,part04;part03;part02;part01,part03,75,B,2,original,32,3475,1.0,0.9512729263618943,0.5673103928809664,0.6270856345443928,0.6270856345443928
2,mirror_rotate_270,part04;part03;part02;part01,part03,75,B,2,mean3,33,3475,1.0,0.9512729263618943,0.5981806736236907,0.6456411276119383,0.6456411276119383
2,mirror_rotate_270,part04;part03;part02;part01,part03,75,B,2,mean5,34,3475,1.0,0.9512729263618943,0.6332396010440982,0.6684646964099975,0.6684646964099975
2,mirror_rotate_270,part04;part03;part02;part01,part03,75,B,3,original,35,3636,1.0,0.9953462907199562,0.39753104781309506,0.5686612228930323,0.5686612228930323
2,mirror_rotate_270,part04;part03;part02;part01,part03,75,B,3,mean3,36,3636,1.0,0.9953462907199562,0.4043231855572048,0.5788884090974231,0.5788884090974231
2,mirror_rotate_270,part04;part03;part02;part01,part03,75,B,3,mean5,37,3636,1.0,0.9953462907199562,0.42095973606537945,0.5923220516484822,0.5923220516484822
2,mirror_rotate_270,part04;part03;part02;part01,part02,75,A,1,original,20,607,1.0,0.1661647960580345,-0.027199534140106188,-0.009451557017773357,0.009451557017773357
2,mirror_rotate_270,part04;part03;part02;part01,part02,75,A,1,mean3,21,607,1.0,0.1661647960580345,-0.01556621523982862,0.018717873128897333,0.018717873128897333
2,mirror_rotate_270,part04;part03;part02;part01,part02,75,A,1,mean5,22,607,1.0,0.1661647960580345,0.003031724293550592,0.031221446789904923,0.031221446789904923
2,mirror_rotate_270,part04;part03;part02;part01,part02,75,A,2,original,23,3305,1.0,0.9047358335614564,0.014135351495174307,0.019201327735201067,0.019201327735201067
2,mirror_rotate_270,part04;part03;part02;part01,part02,75,A,2,mean3,24,3305,1.0,0.9047358335614564,0.025899962771840077,0.031856776494114614,0.031856776494114614
2,mirror_rotate_270,part04;part03;part02;part01,part02,75,A,2,mean5,25,3305,1.0,0.9047358335614564,0.04172250583259081,0.05179483744293535,0.05179483744293535
2,mirror_rotate_270,part04;part03;part02;part01,part02,75,A,3,original,26,3653,1.0,1.0,0.051910507366350195,0.046790867567204734,0.046790867567204734
2,mirror_rotate_270,part04;part03;part02;part01,part02,75,A,3,mean3,27,3653,1.0,1.0,0.06599535387447164,0.06142240984150137,0.06142240984150137
2,mirror_rotate_270,part04;part03;part02;part01,part02,75,A,3,mean5,28,3653,1.0,1.0,0.07507586802410895,0.06341746660481506,0.06341746660481506
2,mirror_rotate_270,part04;part03;part02;part01,part02,75,B,1,original,29,1730,1.0,0.47358335614563374,0.4520537496266405,0.43473881551946825,0.43473881551946825
2,mirror_rotate_270,part04;part03;part02;part01,part02,75,B,1,mean3,30,1730,1.0,0.47358335614563374,0.46067450928844145,0.44379305811726655,0.44379305811726655
2,mirror_rotate_270,part04;part03;part02;part01,part02,75,B,1,mean5,31,1730,1.0,0.47358335614563374,0.4747243446613854,0.4582502359162712,0.4582502359162712
2,mirror_rotate_270,part04;part03;part02;part01,part02,75,B,2,original,32,3536,1.0,0.9679715302491103,0.5371195365269876,0.662306061231223,0.662306061231223
2,mirror_rotate_270,part04;part03;part02;part01,part02,75,B,2,mean3,33,3536,1.0,0.9679715302491103,0.5579997087357387,0.6753558979269041,0.6753558979269041
2,mirror_rotate_270,part04;part03;part02;part01,part02,75,B,2,mean5,34,3536,1.0,0.9679715302491103,0.5902822809060186,0.6913150797204438,0.6913150797204438
2,mirror_rotate_270,part04;part03;part02;part01,part02,75,B,3,original,35,3593,1.0,0.9835751437174924,0.3436972267672107,0.494573402728405,0.494573402728405
2,mirror_rotate_270,part04;part03;part02;part01,part02,75,B,3,mean3,36,3593,1.0,0.9835751437174924,0.3510520118862556,0.5047135892623257,0.5047135892623257
2,mirror_rotate_270,part04;part03;part02;part01,part02,75,B,3,mean5,37,3593,1.0,0.9835751437174924,0.36627697997522174,0.5171612384718323,0.5171612384718323
2,mirror_rotate_270,part04;part03;part02;part01,part01,75,A,1,original,20,2089,1.0,0.5718587462359704,0.05029067033310459,0.06691045510057576,0.06691045510057576
2,mirror_rotate_270,part04;part03;part02;part01,part01,75,A,1,mean3,21,2089,1.0,0.5718587462359704,0.05411414815966531,0.07720418667120262,0.07720418667120262
2,mirror_rotate_270,part04;part03;part02;part01,part01,75,A,1,mean5,22,2089,1.0,0.5718587462359704,0.06531869040811826,0.09161817449859552,0.09161817449859552
2,mirror_rotate_270,part04;part03;part02;part01,part01,75,A,2,original,23,3557,1.0,0.9737202299479879,0.018307469096242975,0.02764810507080722,0.02764810507080722
2,mirror_rotate_270,part04;part03;part02;part01,part01,75,A,2,mean3,24,3557,1.0,0.9737202299479879,0.019323330746760087,0.031226206726636785,0.031226206726636785
2,mirror_rotate_270,part04;part03;part02;part01,part01,75,A,2,mean5,25,3557,1.0,0.9737202299479879,0.027044818740514547,0.03984486088980514,0.03984486088980514
2,mirror_rotate_270,part04;part03;part02;part01,part01,75,A,3,original,26,3641,1.0,0.9967150287434985,0.053170328565622746,0.03232078342058372,0.03232078342058372
2,mirror_rotate_270,part04;part03;part02;part01,part01,75,A,3,mean3,27,3641,1.0,0.9967150287434985,0.06481417575359501,0.04458943385390831,0.04458943385390831
2,mirror_rotate_270,part04;part03;part02;part01,part01,75,A,3,mean5,28,3641,1.0,0.9967150287434985,0.07503854324923591,0.0525261934880721,0.0525261934880721
2,mirror_rotate_270,part04;part03;part02;part01,part01,75,B,1,original,29,2043,1.0,0.5592663564193814,0.4445702684897187,0.48279352697987676,0.48279352697987676
2,mirror_rotate_270,part04;part03;part02;part01,part01,75,B,1,mean3,30,2043,1.0,0.5592663564193814,0.460740219584872,0.49952834539353913,0.49952834539353913
2,mirror_rotate_270,part04;part03;part02;part01,part01,75,B,1,mean5,31,2043,1.0,0.5592663564193814,0.48764396533996784,0.5220122377342715,0.5220122377342715
2,mirror_rotate_270,part04;part03;part02;part01,part01,75,B,2,original,32,3630,1.0,0.9937038050917054,0.518479296830307,0.6791977104331524,0.6791977104331524
2,mirror_rotate_270,part04;part03;part02;part01,part01,75,B,2,mean3,33,3630,1.0,0.9937038050917054,0.5500896298082495,0.6875621267977845,0.6875621267977845
2,mirror_rotate_270,part04;part03;part02;part01,part01,75,B,2,mean5,34,3630,1.0,0.9937038050917054,0.5852944160875471,0.696204982258731,0.696204982258731
2,mirror_rotate_270,part04;part03;part02;part01,part01,75,B,3,original,35,3367,1.0,0.9217081850533808,0.4670670270162328,0.587359946243906,0.587359946243906
2,mirror_rotate_270,part04;part03;part02;part01,part01,75,B,3,mean3,36,3367,1.0,0.9217081850533808,0.47238367425699446,0.5974126573824269,0.5974126573824269
2,mirror_rotate_270,part04;part03;part02;part01,part01,75,B,3,mean5,37,3367,1.0,0.9217081850533808,0.4883606599706526,0.6104961305001227,0.6104961305001227
2,mirror_rotate_270,part04;part03;part02;part01,part04,100,A,1,original,20,68,1.0,0.01863013698630137,-0.11845072558225038,-0.21053235964860756,0.21053235964860756
2,mirror_rotate_270,part04;part03;part02;part01,part04,100,A,1,mean3,21,68,1.0,0.01863013698630137,-0.17705343295054699,-0.2200720862926003,0.2200720862926003
2,mirror_rotate_270,part04;part03;part02;part01,part04,100,A,1,mean5,22,68,1.0,0.01863013698630137,-0.1437606690384823,-0.2145127772567372,0.2145127772567372
2,mirror_rotate_270,part04;part03;part02;part01,part04,100,A,2,original,23,1202,1.0,0.3293150684931507,0.02436391588942672,0.054206728876461364,0.054206728876461364
2,mirror_rotate_270,part04;part03;part02;part01,part04,100,A,2,mean3,24,1202,1.0,0.3293150684931507,0.026214464549137482,0.04340863466225639,0.04340863466225639
2,mirror_rotate_270,part04;part03;part02;part01,part04,100,A,2,mean5,25,1202,1.0,0.3293150684931507,0.021532167111620357,0.03505850628153635,0.03505850628153635
2,mirror_rotate_270,part04;part03;part02;part01,part04,100,A,3,original,26,3644,1.0,0.9983561643835617,0.06199469224076824,0.06556470754102216,0.06556470754102216
2,mirror_rotate_270,part04;part03;part02;part01,part04,100,A,3,mean3,27,3644,1.0,0.9983561643835617,0.0661550438544204,0.07313915660339537,0.07313915660339537
2,mirror_rotate_270,part04;part03;part02;part01,part04,100,A,3,mean5,28,3644,1.0,0.9983561643835617,0.06738400581565805,0.07521489825911293,0.07521489825911293
2,mirror_rotate_270,part04;part03;part02;part01,part04,100,B,1,original,29,655,1.0,0.17945205479452056,-0.0985065668648125,-0.1145717239271644,0.1145717239271644
2,mirror_rotate_270,part04;part03;part02;part01,part04,100,B,1,mean3,30,655,1.0,0.17945205479452056,-0.10238062976504521,-0.08541087646064045,0.08541087646064045
2,mirror_rotate_270,part04;part03;part02;part01,part04,100,B,1,mean5,31,655,1.0,0.17945205479452056,-0.08242037497665329,-0.04148341473875534,0.04148341473875534
2,mirror_rotate_270,part04;part03;part02;part01,part04,100,B,2,original,32,2551,1.0,0.6989041095890411,0.6124824481716089,0.613534920055062,0.613534920055062
2,mirror_rotate_270,part04;part03;part02;part01,part04,100,B,2,mean3,33,2551,1.0,0.6989041095890411,0.6325727793854615,0.6326351962496791,0.6326351962496791
2,mirror_rotate_270,part04;part03;part02;part01,part04,100,B,2,mean5,34,2551,1.0,0.6989041095890411,0.6554949689092451,0.6550891456451682,0.6550891456451682
2,mirror_rotate_270,part04;part03;part02;part01,part04,100,B,3,original,35,3497,1.0,0.9580821917808219,0.5173934519790664,0.5403961695513588,0.5403961695513588
2,mirror_rotate_270,part04;part03;part02;part01,part04,100,B,3,mean3,36,3497,1.0,0.9580821917808219,0.5375388576691897,0.5528870924195262,0.5528870924195262
2,mirror_rotate_270,part04;part03;part02;part01,part04,100,B,3,mean5,37,3497,1.0,0.9580821917808219,0.5581598862289,0.5660062882797362,0.5660062882797362
2,mirror_rotate_270,part04;part03;part02;part01,part03,100,A,1,original,20,124,1.0,0.03397260273972603,-0.10107045636122906,-0.054873570360006584,0.054873570360006584
2,mirror_rotate_270,part04;part03;part02;part01,part03,100,A,1,mean3,21,124,1.0,0.03397260273972603,-0.11436553088996153,-0.06008467743944343,0.06008467743944343
2,mirror_rotate_270,part04;part03;part02;part01,part03,100,A,1,mean5,22,124,1.0,0.03397260273972603,-0.14291560896640687,-0.08202564672375715,0.08202564672375715
2,mirror_rotate_270,part04;part03;part02;part01,part03,100,A,2,original,23,2489,1.0,0.6819178082191781,0.04458316580986983,0.06139067043842116,0.06139067043842116
2,mirror_rotate_270,part04;part03;part02;part01,part03,100,A,2,mean3,24,2489,1.0,0.6819178082191781,0.04718161004294138,0.06278709009382412,0.06278709009382412
2,mirror_rotate_270,part04;part03;part02;part01,part03,100,A,2,mean5,25,2489,1.0,0.6819178082191781,0.05553071025703314,0.07066864193147397,0.07066864193147397
2,mirror_rotate_270,part04;part03;part02;part01,part03,100,A,3,original,26,3647,1.0,0.9991780821917808,0.038620011312477893,0.03727444703144411,0.03727444703144411
2,mirror_rotate_270,part04;part03;part02;part01,part03,100,A,3,mean3,27,3647,1.0,0.9991780821917808,0.035413827409065235,0.03548754492208102,0.03548754492208102
2,mirror_rotate_270,part04;part03;part02;part01,part03,100,A,3,mean5,28,3647,1.0,0.9991780821917808,0.03982544487472143,0.04163001723935962,0.04163001723935962
2,mirror_rotate_270,part04;part03;part02;part01,part03,100,B,1,original,29,1342,1.0,0.36767123287671233,-0.009664345655035579,0.0392231989880394,0.0392231989880394
2,mirror_rotate_270,part04;part03;part02;part01,part03,100,B,1,mean3,30,1342,1.0,0.36767123287671233,-0.0019970429041308905,0.05515843910751601,0.05515843910751601
2,mirror_rotate_270,part04;part03;part02;part01,part03,100,B,1,mean5,31,1342,1.0,0.36767123287671233,0.009841022798929502,0.07342398057232044,0.07342398057232044
