sample_id,layer_z,rank,score,x_model_pixel,y_model_pixel,raw_camera_x_px,raw_camera_y_px,expected_raw_camera_x_px,expected_raw_camera_y_px,model_grid_roundtrip_x,model_grid_roundtrip_y,model_grid_roundtrip_error_px,raw_center_mapping_error_px,grid_in_bounds,raw_in_working_roi,raw_in_sensor_fov,model_edge_margin_px,model_edge_safe,score_finite,score_in_unit_interval,inverse_homography_denominator,machine_x,machine_y,containing_machine_part,inverse_transform_solvable,reprojected_raw_camera_x_px,reprojected_raw_camera_y_px,raw_camera_roundtrip_error_px,score_semantics
test_z_214,214,3,0.7243151664733887,161,150,1196.2890625,1131.8359375,1196.2890625,1131.8359375,161.0,150.0,0.0,0.0,True,True,True,94.0,True,True,True,1.0055611428086058,8.03456459385233,-2.7886981530856048,part03,True,1196.2890625,1131.8359375000002,2.2737367544323206e-13,sigmoid-scaled XCT-derived continuous quality candidate; direction unresolved
test_z_214,214,4,0.7241190671920776,175,170,1278.3203125,1249.0234375,1278.3203125,1249.0234375,175.0,170.0,0.0,0.0,True,True,True,80.0,True,True,True,0.9967890426478031,2.0067372039323286,4.141336400490388,part02,True,1278.3203125,1249.0234374999998,2.2737367544323206e-13,sigmoid-scaled XCT-derived continuous quality candidate; direction unresolved
test_z_214,214,5,0.7236089110374451,174,201,1272.4609375,1430.6640625,1272.4609375,1430.6640625,174.0,201.0,0.0,0.0,True,True,True,54.0,True,True,True,0.9864305385306497,2.193644819220441,15.285007579993053,part01,True,1272.4609375000002,1430.6640625000005,5.084229945850415e-13,sigmoid-scaled XCT-derived continuous quality candidate; direction unresolved
test_z_215,215,1,0.7338667511940002,180,178,1307.6171875,1295.8984375,1307.6171875,1295.8984375,180.0,178.0,0.0,0.0,True,True,True,75.0,True,True,True,0.9933657951244184,-0.1791020536400182,6.952468328747903,part02,True,1307.6171875,1295.8984375,0.0,sigmoid-scaled XCT-derived continuous quality candidate; direction unresolved
test_z_215,215,2,0.7332049012184143,179,197,1301.7578125,1407.2265625,1301.7578125,1407.2265625,179.0,197.0,0.0,0.0,True,True,True,58.0,True,True,True,0.987072255530638,0.08693829699301983,13.799246341636856,part01,True,1301.7578125000002,1407.2265625000002,3.2155493553843715e-13,sigmoid-scaled XCT-derived continuous quality candidate; direction unresolved
test_z_215,215,3,0.7280866503715515,173,172,1266.6015625,1260.7421875,1266.6015625,1260.7421875,173.0,172.0,0.0,0.0,True,True,True,82.0,True,True,True,0.996396857030362,2.8384082692454635,4.869450442094899,part02,True,1266.6015625,1260.7421875,0.0,sigmoid-scaled XCT-derived continuous quality candidate; direction unresolved
test_z_215,215,4,0.7227103114128113,169,149,1243.1640625,1125.9765625,1243.1640625,1125.9765625,169.0,149.0,0.0,0.0,True,True,True,86.0,True,True,True,1.0047586559730695,4.686975433314895,-3.2139318428549526,part03,True,1243.1640625000002,1125.9765625,2.2737367544323206e-13,sigmoid-scaled XCT-derived continuous quality candidate; direction unresolved
test_z_215,215,5,0.7198106050491333,162,144,1202.1484375,1096.6796875,1202.1484375,1096.6796875,162.0,144.0,0.0,0.0,True,True,True,93.0,True,True,True,1.0074509708353985,7.650028624915409,-4.8942769598357625,part03,True,1202.1484375000002,1096.6796875000002,3.2155493553843715e-13,sigmoid-scaled XCT-derived continuous quality candidate; direction unresolved
test_z_216,216,1,0.7323956489562988,180,194,1307.6171875,1389.6484375,1307.6171875,1389.6484375,180.0,194.0,0.0,0.0,True,True,True,61.0,True,True,True,0.9879458424265875,-0.3152386581305835,12.706241305731599,part01,True,1307.6171875,1389.6484375,0.0,sigmoid-scaled XCT-derived continuous quality candidate; direction unresolved
test_z_216,216,2,0.7267321944236755,177,170,1290.0390625,1249.0234375,1290.0390625,1249.0234375,177.0,170.0,0.0,0.0,True,True,True,78.0,True,True,True,0.9965037341780154,1.1597704917245562,4.124434249563261,part02,True,1290.0390625,1249.0234375,0.0,sigmoid-scaled XCT-derived continuous quality candidate; direction unresolved
