part,layer_z,finite_xct5,in_fov,unique_pixels,in_fov_fraction,collision_fraction
part04,67,3710,3710,3536,1.0,0.04690026954177895
part04,68,3604,3604,3530,1.0,0.020532741398446186
part04,69,3680,3680,3530,1.0,0.040760869565217406
part04,70,3643,3643,3511,1.0,0.03623387318144389
part04,71,3681,3681,3522,1.0,0.0431947840260799
part04,72,3606,3606,3500,1.0,0.029395452024403745
part04,73,3711,3711,3526,1.0,0.04985179196981948
part04,74,3572,3572,3506,1.0,0.018477043673012283
part04,75,3653,3653,3519,1.0,0.036682179030933515
part04,76,3610,3610,3508,1.0,0.028254847645429404
part04,77,3679,3679,3515,1.0,0.04457733079641202
part04,78,3607,3607,3497,1.0,0.030496257277515926
part04,79,3681,3681,3512,1.0,0.04591143710948109
part04,80,3570,3570,3479,1.0,0.025490196078431393
part04,81,3646,3646,3500,1.0,0.040043883708173356
part04,82,3568,3568,3511,1.0,0.01597533632286996
part04,83,3648,3648,3516,1.0,0.03618421052631582
part04,84,3569,3569,3489,1.0,0.022415242364808075
part04,85,3679,3679,3518,1.0,0.04376189181842893
part04,86,3610,3610,3514,1.0,0.02659279778393353
part04,87,3684,3684,3511,1.0,0.04695982627578721
part04,88,3575,3575,3493,1.0,0.02293706293706299
part04,89,3713,3713,3516,1.0,0.05305682736331807
part04,90,3607,3607,3508,1.0,0.027446631549764344
part04,91,3649,3649,3519,1.0,0.03562619895861885
part04,92,3569,3569,3511,1.0,0.01625105071448585
part04,93,3679,3679,3527,1.0,0.041315574884479456
part04,94,3607,3607,3534,1.0,0.020238425284169637
part04,95,3679,3679,3537,1.0,0.03859744495786899
part04,96,3608,3608,3528,1.0,0.022172949002217335
part04,97,3712,3712,3534,1.0,0.047952586206896575
part04,98,3651,3651,3543,1.0,0.02958093672966311
part04,99,3715,3715,3547,1.0,0.045222072678331116
part04,100,3650,3650,3547,1.0,0.028219178082191765
part04,101,3745,3745,3555,1.0,0.05073431241655546
part04,102,3647,3647,3534,1.0,0.03098437071565674
part04,103,3680,3680,3550,1.0,0.03532608695652173
part04,104,3647,3647,3544,1.0,0.028242391006306544
part04,105,3713,3713,3558,1.0,0.04174521949905741
part04,106,3647,3647,3554,1.0,0.02550041129695635
part04,107,3713,3713,3585,1.0,0.034473471586318305
part04,108,3645,3645,3559,1.0,0.023593964334705064
part04,109,3743,3743,3583,1.0,0.04274646005877636
part04,110,3651,3651,3591,1.0,0.016433853738701765
part04,111,3748,3748,3607,1.0,0.037620064034151524
part04,112,3650,3650,3591,1.0,0.016164383561643847
part04,113,3775,3775,3611,1.0,0.04344370860927149
part04,114,3685,3685,3621,1.0,0.017367706919945713
part04,115,3776,3776,3626,1.0,0.03972457627118642
part04,116,3685,3685,3621,1.0,0.017367706919945713
part04,117,3807,3807,3639,1.0,0.04412923561859727
part04,118,3723,3723,3651,1.0,0.019339242546333568
part04,119,3808,3808,3648,1.0,0.04201680672268904
part04,120,3723,3723,3645,1.0,0.020950846091861375
part04,121,3839,3839,3657,1.0,0.04740817921333684
part04,122,3765,3765,3683,1.0,0.021779548472775523
part04,123,3845,3845,3685,1.0,0.041612483745123496
part04,124,3766,3766,3678,1.0,0.02336696760488577
part04,125,3872,3872,3688,1.0,0.0475206611570248
part04,126,3798,3798,3710,1.0,0.023170089520800463
part04,127,3872,3872,3713,1.0,0.041064049586776896
part04,128,3799,3799,3710,1.0,0.023427217688865465
part04,129,3904,3904,3719,1.0,0.04738729508196726
part04,130,3798,3798,3734,1.0,0.01685097419694581
part04,131,3903,3903,3745,1.0,0.04048168075839098
part04,132,3837,3837,3744,1.0,0.024237685691946842
part04,133,3936,3936,3754,1.0,0.046239837398374006
part04,134,3842,3842,3777,1.0,0.016918271733472157
part04,135,3939,3939,3792,1.0,0.037319116527037344
part04,136,3879,3879,3783,1.0,0.024748646558391374
part04,137,3968,3968,3795,1.0,0.04359879032258063
part04,138,3875,3875,3811,1.0,0.016516129032258076
part04,139,3967,3967,3827,1.0,0.03529115200403332
part04,140,3874,3874,3815,1.0,0.015229736706246721
part04,141,3999,3999,3829,1.0,0.04251062765691427
part04,142,3912,3912,3850,1.0,0.0158486707566462
part04,143,3999,3999,3873,1.0,0.03150787696924229
part04,144,3911,3911,3850,1.0,0.015597034006647914
part04,145,4033,4033,3875,1.0,0.039176791470369454
part04,146,3993,3993,3897,1.0,0.02404207362885047
part04,147,4037,4037,3918,1.0,0.029477334654446352
part04,148,3993,3993,3897,1.0,0.02404207362885047
part04,149,4064,4064,3915,1.0,0.036663385826771644
part04,150,4065,4065,3934,1.0,0.03222632226322264
part04,151,4129,4129,3961,1.0,0.040687817873577115
part04,152,4064,4064,3961,1.0,0.02534448818897639
part04,153,4159,4159,3972,1.0,0.04496273142582352
part04,154,4102,4102,3997,1.0,0.025597269624573427
part04,155,4160,4160,4015,1.0,0.034855769230769273
part04,156,4102,4102,4016,1.0,0.020965382740126715
part04,157,4191,4191,4024,1.0,0.039847291815795716
