image_lattice_col_index_0_to_49,image_lattice_row_index_0_to_49,predicted_x_px,predicted_y_px,predicted_in_sensor,assigned_in_v3,assigned_source_candidate_index,assigned_raw_x_px,assigned_raw_y_px,nearest_fresh_detector_candidate_distance_px,fresh_detector_candidate_within_v3_assignment_bound,local_mean_darkness_0_to_1
33,1,1509.8591909005418,1319.5702093953148,True,False,,,,19.328156857590876,False,0.777671068427371
34,1,1509.8265272062306,1335.771294596966,True,False,,,,12.94825411866074,False,0.7765506202480993
35,1,1509.7938589619807,1351.9746365533106,True,False,,,,12.9453472976481,False,0.7761504601840736
36,1,1509.7611861668408,1368.1802357359174,True,False,,,,13.840711278521887,False,0.7727090836334534
37,1,1509.728508819861,1384.3880926164886,True,True,936,1509.5537060607014,1383.618344191581,2.4967401638021283,True,0.7729491796718687
38,1,1509.695826920089,1400.5982076668572,True,False,,,,17.609368506249854,False,0.7756702681072429
39,1,1509.6631404665739,1416.8105813589868,True,True,1603,1508.695256719408,1417.2380807201118,2.9166819930003993,True,0.775750300120048
40,1,1509.6304494583633,1433.0252141649737,True,True,1499,1509.1869179269584,1433.6827067236684,2.5608874497911063,True,0.7765506202480993
41,1,1509.5977538945058,1449.2421065570447,True,True,1244,1509.1706429982723,1448.5517589692079,2.320420550576949,True,0.7723089235694278
42,1,1509.5650537740485,1465.461259007559,True,False,,,,18.46990443699543,False,0.7683873549419769
43,1,1509.532349096039,1481.6826719890078,True,False,,,,30.35283144785659,False,0.7737494997999199
44,1,1509.4996398595247,1497.906345974013,True,False,,,,14.173290526738908,False,0.7838335334133654
45,1,1509.466926063552,1514.1322814353287,True,True,1514,1509.339972562581,1513.367645452085,2.6262025462754495,True,0.7843937575030012
46,1,1509.4342077071676,1530.3604788458408,True,False,,,,18.42712372978652,False,0.7795918367346939
47,1,1509.401484789418,1546.5909386785672,True,False,,,,34.08689989085736,False,0.7792717086834734
48,1,1509.3687573093491,1562.8236614066577,True,False,,,,20.90854555311674,False,0.7797519007603041
49,1,1509.3360252660068,1579.0586475033938,True,False,,,,15.033722970149759,False,0.7765506202480993
0,2,1496.9032899344338,785.46459544049,True,True,1537,1497.3349738967258,786.2223176810713,2.1639896352317916,True,0.6861944777911164
1,2,1496.8697526025128,801.6146845075893,True,False,,,,15.759325056805311,False,0.7178871548619448
2,2,1496.8362106029467,817.7670213051244,True,False,,,,19.251148476130393,False,0.7196478591436575
