left,right,axis,sign_left_to_right,distance_px,axis_alignment_cosine
174,1088,1,1,14.923107833171546,0.9983913662024918
174,681,1,-1,15.615416354727303,0.9991308022726639
174,1167,0,1,16.517063787154225,0.9992131412964841
174,645,0,-1,16.820952042733474,0.9995477790352808
175,524,1,1,14.14370265752199,0.9984112328534501
175,183,0,-1,15.3414354434566,0.9995456392692822
175,643,1,-1,15.46735970339519,0.9985334873380698
175,493,0,1,17.031748604317684,0.9999238352380521
176,316,1,-1,16.98183052878957,0.9958211723178717
177,1048,1,1,14.831423854818274,0.9990830542991794
177,1124,1,-1,14.879937623411513,0.9991963400322278
177,596,0,-1,15.810483090884004,0.9996368765040392
177,1310,0,1,16.977038705365878,0.9999816222255105
178,565,0,1,15.134635224976925,0.9999990568746832
178,329,1,-1,15.75134807367863,0.9999865930196524
179,224,1,-1,14.097787812182254,0.9986798299287796
179,231,0,1,17.625882500059884,0.9999956273575502
180,393,0,1,17.64154230044673,0.9999895576787721
181,264,1,-1,14.694248492611992,0.9953947847689213
181,376,0,1,15.678259822192722,0.9980786203457165
182,675,1,-1,14.631495876990275,0.995635793224983
182,896,1,1,16.666784334419248,0.9977662421446641
182,526,0,-1,18.941682207435,0.9992947940524778
183,236,1,-1,15.663052422747455,0.9998035887797911
183,725,0,-1,17.911225574495976,0.9982227535161275
184,919,1,-1,15.386768672472966,0.9999792563365749
184,475,0,-1,15.968732465968596,0.9999951192003392
185,229,1,1,14.490852937190066,0.9999576052293364
185,856,1,-1,14.737642854624806,0.9953028342112866
185,408,0,-1,16.349282111205344,0.9999680014325435
185,751,0,1,18.717942800514148,0.99999995540165
186,200,0,-1,16.59469946475523,0.9999793976273322
186,283,0,1,17.81242571039337,0.9983771964002821
187,198,1,1,14.845525490490486,0.9935657246495793
187,404,0,-1,16.504741823036937,0.9980802312740085
187,255,1,-1,16.753230166306096,0.999990702770198
188,376,1,1,13.568415477807886,0.9976451352249927
188,550,0,1,16.000335175134303,0.9999813068683634
188,905,1,-1,16.367133442272515,0.9972615175003137
188,264,0,-1,17.987742168207838,0.9999782317764644
189,723,1,-1,15.013984607527282,0.9989717587852363
189,402,1,1,15.648726970876208,0.9959845712275129
189,382,0,1,17.13065294961767,0.9999990343258017
190,878,1,-1,13.545101428753956,0.999921231286703
190,617,1,1,16.42411230495759,0.9989041315338383
190,544,0,-1,17.78943244054083,0.9986304056845173
191,404,1,1,15.035108397816721,0.9975452090463724
191,232,1,-1,16.44470809529438,0.9972389783297971
191,255,0,1,17.469025058777262,0.9991200968527506
192,549,1,1,14.817750436850883,0.9999907897836097
193,415,1,-1,15.70470842374463,0.9865833146359052
193,438,0,-1,16.48567770498742,0.9999090910224718
193,199,0,1,17.452823590163696,0.9998589380882777
194,527,1,-1,15.507946017725576,0.9923687429955941
194,584,0,1,18.830379327764067,0.9999985543574131
195,832,1,-1,14.727245797969731,0.9992288593433447
196,231,1,1,15.813732640591724,0.9999875511569426
196,224,0,-1,17.063671614827552,0.9951285558681753
196,354,0,1,18.61911268358808,0.9959957633461195
197,643,1,1,14.34027787769861,0.9976824939194302
197,617,0,-1,16.398568148848696,0.9999820419173264
198,415,0,-1,15.056843141828077,0.9999988227611974
198,199,1,1,15.764957212835627,0.999941588802992
198,462,0,1,18.047937866327914,0.9983368458930153
200,288,1,1,13.72425822802724,0.9993713946872341
201,785,1,1,14.447719009393502,0.9997365031917388
201,1158,1,-1,15.701378681942547,0.9901170252341259
201,1431,0,-1,18.411757049917725,0.9996992425207871
202,570,0,1,15.58326961900745,0.999437479814247
202,453,1,-1,16.14899897071942,0.98512111478644
203,671,0,-1,16.476966795661085,0.9997556997862147
204,249,1,-1,15.776461525557814,0.9885952498113848
204,494,0,-1,17.072096463909006,0.9994512771167866
204,793,0,1,18.19777790890267,0.9981910972993515
205,233,1,1,14.86397532229915,0.9956677127743314
205,671,1,-1,15.686620089491633,0.9999918389646214
205,436,0,-1,17.4287882455251,0.9990904490980311
206,725,1,1,14.726822134049687,0.994133389591571
206,504,1,-1,15.419380553881119,0.9969413879041534
206,236,0,1,15.97617407335252,0.9999955176172851
206,563,0,-1,17.76090620328255,0.998396869659758
207,892,1,-1,14.694602802183107,0.9955840537473398
207,886,0,-1,14.986555391046362,0.9997728717691529
207,515,1,1,15.492600808420699,0.9957538676735875
207,390,0,1,16.35010995820001,0.9999788238043648
208,425,0,-1,14.439045843426744,0.998934669335621
208,636,1,-1,14.63603947164609,0.9968144034174067
208,419,0,1,18.45597675344642,0.9988401722095667
209,1125,1,1,14.05377808671811,0.9990352729508706
209,918,1,-1,15.482803426831437,0.9999199032375334
209,1346,0,-1,15.987641529180472,0.9979049607922147
209,1018,0,1,17.781815161602974,0.9980700133290893
210,476,1,1,14.15008879455361,0.9990379031090094
210,795,1,-1,15.836896691994612,0.9999930694755612
210,356,0,-1,16.886150013082187,0.9993328369077785
210,314,0,1,19.096553419789785,0.9976898123508786
211,694,1,-1,15.969472660091109,0.9999954147450285
211,695,0,-1,16.596824913911657,0.997612184318817
212,764,1,-1,14.53665992401991,0.9944730217377913
212,738,0,1,14.849530791929858,0.9999905387079066
213,771,1,1,14.477125351921163,0.9998552856137044
213,1101,1,-1,14.688174636979662,0.9997577559101488
213,662,0,-1,16.767879322724266,0.9996574319430717
214,1346,1,1,14.87499298015769,0.9967015901571529
214,474,0,-1,15.391480942648833,0.9998539973942224
214,918,0,1,17.361398359183735,0.999762052425974
215,325,1,1,14.685153069389111,0.9976883786049474
215,858,0,1,16.67149478639187,0.9986902653537568
216,879,1,1,14.12496153595602,0.9996916059743178
216,1545,1,-1,14.270217845273688,0.9999350589682248
216,1053,0,1,15.971266282818931,0.999994338828411
217,750,1,1,14.483809566473841,0.9999909165020134
217,649,1,-1,15.376983398774705,0.9999992952486702
217,921,0,1,16.18065432212764,0.9999584910180864
217,431,0,-1,16.442339544113732,0.9983909944478168
218,757,1,-1,14.255785475553393,0.9999997481400323
218,887,1,1,15.255755942495334,0.99950249705534
218,762,0,1,16.140812675329826,0.9998174194045483
218,895,0,-1,16.804314910001136,0.9995542685415629
219,399,1,1,14.82423520103654,0.9988961482506683
219,451,1,-1,15.781000908977473,0.9999230210408679
219,466,0,1,16.349300305063828,0.9999172972153484
219,523,0,-1,16.438956048564478,0.9999247145051623
220,240,1,-1,15.205093394254545,0.9854981930056429
220,832,0,1,17.528496828513504,0.9994071189646567
221,447,1,-1,14.167177357676788,0.9989708123482763
222,383,1,-1,15.865791553415361,0.9998910427145975
222,618,0,1,16.43399740886131,0.9981701510801927
222,816,1,1,16.677208121670805,0.9999965844540718
222,1293,0,-1,17.59120119497076,0.9982560037749384
223,607,1,-1,14.980508102262592,0.9999988510798268
223,667,1,1,15.732777096219928,0.9999829435190858
223,247,0,-1,16.374443161249257,0.9999930900950265
224,233,1,-1,16.385331605081372,0.9912646136559353
225,984,1,-1,15.047179771325414,0.998562158716116
225,499,1,1,15.51616391458025,0.9977505767734905
225,382,0,-1,15.957906097603285,0.9995780562083717
225,544,0,1,16.799446277576646,0.9996818545066982
226,400,0,1,14.579256010883153,0.9998827963697317
226,869,1,1,15.367517323189444,0.9895191961596668
226,303,1,-1,16.144045917811344,0.9867420109838587
226,301,0,-1,17.387984984813155,0.9982777230951687
227,281,1,-1,15.682856682245573,0.9999646827100278
227,453,1,1,15.829036973238965,0.9999937266012265
227,320,0,-1,16.494364963862964,0.9970728880251345
227,289,0,1,17.086372119768424,0.9994472505040112
228,418,1,-1,14.711698396703698,0.9943883429284555
228,937,0,1,14.978522668323258,0.9999970495088119
228,445,1,1,15.849620825861766,0.9999816878040799
228,572,0,-1,18.984286554527987,0.9999687174662101
229,948,1,1,15.606523989256198,0.9999957395918937
229,1046,0,-1,16.946609484594234,0.9997171091722714
229,431,0,1,17.406832537685307,0.999999423227933
230,331,1,-1,16.47829302794364,0.9994542936551748
232,530,0,1,16.588042581182837,0.9973083692285041
232,460,0,-1,17.4045559688452,0.9978111608298629
233,765,0,-1,18.18554977276686,0.9984401395936332
234,561,0,-1,15.023932089191781,0.9996404933884482
234,900,1,1,15.119213924123251,0.9999490571343149
234,857,0,1,17.28872466477725,0.9998366390547063
235,425,1,1,16.284905915735955,0.9939815260970035
235,636,0,1,17.399887590508317,0.9985670147465802
236,617,1,-1,14.690707239605986,0.9973948866571055
236,643,0,1,16.48410480522233,0.9998876263414347
237,494,1,-1,15.3560698286408,0.9992420730238125
238,541,0,1,15.004780333193597,0.9967438999098699
239,858,1,1,15.143054130340982,0.9999905690681132
239,702,0,1,17.62490883282382,0.9997298935811342
240,667,0,1,14.943143270446841,0.9999999959496756
240,247,1,-1,15.730100985371909,0.9963687967600948
241,471,1,-1,16.34237915719902,0.9967707333500002
241,439,0,-1,17.84508118915168,0.9947894078165394
241,683,0,1,18.470597609391064,0.9979399611622647
242,783,1,1,14.305428032672546,0.9999955316658823
242,1225,1,-1,15.063863992696865,0.9835562167220357
242,808,0,-1,16.182386972974328,0.9998374303105046
242,1262,0,1,17.413809459024655,0.9999870022209557
243,333,1,1,14.662450077511016,0.999991730996067
243,886,1,-1,15.949121766332851,0.9999009517270276
243,515,0,1,16.186111292067846,0.9999226394790524
243,766,0,-1,19.035069966989205,0.9990171986845203
244,552,0,1,14.49419734111046,0.9999965591069396
244,711,1,-1,15.663197841277606,0.9856502809178117
244,623,0,-1,19.498270035667183,0.9999878603891554
245,1025,1,1,13.337110730561076,0.9998305353775477
245,410,1,-1,15.94680241955111,0.9983471497664438
245,1135,0,-1,16.195660423285457,0.9999509095302844
245,925,0,1,16.44590431628541,0.9991846259577593
246,371,1,1,13.779664759634489,0.991954126180255
246,500,1,-1,14.59287647583233,0.9975764848184949
246,1052,0,1,14.893561796423175,0.9999912971452849
247,324,0,-1,15.507425159441194,0.999304369395056
248,549,0,1,15.042578008458786,0.9973565346250971
248,632,1,1,15.422074797396084,0.9905693386053135
249,507,0,1,14.736305845281544,0.9999928407697183
249,344,1,-1,15.140433534680955,0.9855386343745939
249,259,0,-1,19.04308528745478,0.9987957919113086
250,445,0,-1,14.913599015882001,0.9999957329967452
250,344,1,1,15.687205535785015,0.9999851629127081
250,937,1,-1,15.842179490793958,0.9999980885065018
250,866,0,1,17.085238025166067,0.9993635168256916
251,477,1,-1,14.160853276608329,0.9999973142768048
251,1004,0,-1,15.06477342003528,0.999948171200263
251,718,1,1,15.564041524044221,0.9966610152969677
251,1164,0,1,16.283765391548965,0.9999172027976516
252,809,1,1,14.701781145173314,0.996792454532506
252,1018,1,-1,15.665618966760844,0.9943648244558059
252,359,0,1,16.479127638533033,0.9999896830251644
252,1125,0,-1,16.70952853360832,0.999664358785151
253,398,1,-1,15.153407332474321,0.9993327073835744
253,745,0,-1,18.02982032068671,0.9990759540344953
254,275,1,-1,14.658314174561182,0.99537062665184
254,924,1,1,15.305443610603643,0.9976139269905124
254,567,0,1,17.440302765549752,0.9998877484874653
254,880,0,-1,17.69960008203951,0.9985043414101851
255,530,1,-1,14.453725799519077,0.9997686183727388
256,427,1,1,14.690986555081455,0.9935742686232111
256,309,0,1,14.996390460443035,0.9997848273113766
256,348,1,-1,15.275279312601116,0.9977898145238832
257,911,1,-1,14.528607764384969,0.9996454558246431
257,631,0,-1,14.53976338174205,0.9999971258777852
257,1058,1,1,15.524918220129825,0.9852393018816764
257,455,0,1,16.898515968125796,0.999999097453828
258,915,1,-1,14.735566671295377,0.9951360988224136
258,937,1,1,15.610349472710423,0.9962593701563923
258,639,0,1,15.981907339031167,0.9983240296697522
258,418,0,-1,17.90949749779803,0.9985647272055663
259,494,1,1,14.102992759459074,0.9995596941900978
260,592,1,1,14.59336241088286,0.9935599124761508
260,945,1,-1,15.433613786103216,0.9957602114351314
260,1135,0,1,15.952472629318374,0.9999994281716944
261,379,1,-1,14.326879111795538,0.9866593039537476
261,1267,1,1,15.857551368064339,0.9992166673172197
261,1066,0,-1,17.043836430423053,0.9962563338011932
263,795,0,1,14.956361919791878,0.9999955074743818
263,356,1,1,15.303542715204824,0.9916157195339743
263,513,1,-1,15.32433111496011,0.9913419190412573
263,357,0,-1,19.01602138766686,0.9995306670889105
264,698,1,-1,15.63670754701933,0.9997623895288389
264,818,0,-1,16.546392237989902,0.9999976057114727
265,274,1,1,15.585390712388419,0.999953282821602
265,520,1,-1,15.688093926371138,0.9999491203691684
265,532,0,-1,19.001493327225138,0.9999943155686205
266,1085,1,-1,14.42733970917464,0.9992562563186491
266,1040,1,1,14.781275487603768,0.9995543803685499
266,960,0,1,16.257334472399613,0.9999908988490664
266,1109,0,-1,17.446220565745154,0.9999883335411112
267,494,0,1,14.36263518482214,0.9987381896057185
267,331,0,-1,19.654451847230867,0.9994439932984306
268,652,1,-1,14.843361320210752,0.9990939140224588
268,946,1,1,15.70556194003364,0.9997817999412247
268,840,0,-1,16.864562612262887,0.9996559458434673
268,777,0,1,17.566732939857335,0.9999995689040336
269,295,1,1,15.224322769389623,0.9998457195486071
269,307,1,-1,15.248255417745453,0.9963586374583653
269,339,0,1,18.106860593176663,0.9981256142292891
270,391,0,-1,15.342435931287872,0.9994044463665887
271,736,1,1,15.54261194211699,0.9999950201166657
271,352,1,-1,15.609914513383137,0.9999877971507297
271,489,0,1,16.33499216233087,0.9999909509572211
271,947,0,-1,16.80621432640705,0.9995006332335957
272,892,0,-1,14.90379272055208,0.9983368129488247
272,633,1,-1,14.969671932719198,0.9843947539420865
272,390,1,1,15.382794084972895,0.9999823816510995
272,756,0,1,18.260071798065308,0.9993016481386529
273,1027,1,-1,14.631314522934657,0.9996546692107394
273,987,0,1,15.315718862902163,0.9989807018212807
273,441,1,1,16.503604275708636,0.9988244646288675
273,977,0,-1,18.086660236246125,0.9985895264328396
274,278,1,1,15.68462257752065,0.9944073895394483
274,345,0,-1,18.878769974374737,0.9999798958445026
275,414,1,-1,14.336350058146156,0.9998627050668538
275,802,0,1,16.158762458598574,0.9999896459998242
275,372,0,-1,17.905750196688356,0.9988941142696833
276,339,1,1,14.451519658903177,0.9992830469625962
276,402,1,-1,14.551375246583643,0.9988035861765368
276,307,0,-1,17.323643700354204,0.9997881856121889
276,576,0,1,17.946560872529062,0.998734709187617
277,732,1,-1,16.706740404606705,0.9969076682251469
277,316,0,1,18.02942758249733,0.9986712683394805
278,629,1,1,14.116703114183927,0.998982831133109
278,654,0,-1,15.931371699865952,0.9999982111174425
279,544,1,1,15.474190955923529,0.9997329947771955
279,1097,1,-1,15.867096405344027,0.985308578760081
279,984,0,-1,16.345058071434604,0.9999991914029372
279,878,0,1,17.266207796901593,0.9983372014970507
280,568,1,-1,16.066597080896543,0.9941583255767533
280,1116,0,-1,16.988198298712984,0.9999805563813008
281,618,1,-1,14.609839439722832,0.9999681546734074
281,816,0,-1,16.511901449302133,0.9978821998620492
281,374,0,1,17.144117481348005,0.9997337946190777
282,906,1,-1,14.958330012395198,0.9926148372171222
282,919,0,-1,16.24869307076767,0.9949446077780926
282,1178,0,1,17.617625949761695,0.9999871628086942
283,318,1,-1,14.838064253648765,0.9976201585705065
283,299,0,1,16.377989073340796,0.9981025302761641
284,562,1,1,15.003156804776491,0.999130925082794
284,1042,1,-1,15.425189552613093,0.9955462764802948
284,992,0,1,16.24472853776051,0.9999609931186787
284,1318,0,-1,16.402428315498035,0.9972794954761173
285,745,1,-1,15.605502029460395,0.9999442572489451
286,732,1,1,13.773350721389228,0.9999987915880644
286,482,0,1,16.28790800361281,0.9986549893413399
286,1100,1,-1,16.766560414866515,0.9988280510216131
286,821,0,-1,17.81224246675507,0.9997239640634501
287,1097,0,-1,14.846657761594226,0.9978236231914257
287,630,1,-1,15.381198894233574,0.9998914127552242
287,878,1,1,15.652924162708535,0.9998322625106756
289,623,1,1,15.259027865083818,0.999946184774284
289,374,1,-1,15.854923254940264,0.9999904811302528
289,711,0,1,17.01462808380606,0.9998681354078321
290,395,0,-1,14.373835515543389,0.9999620384778322
290,736,1,-1,14.503982645381102,0.9996650294283396
290,628,1,1,14.56937424518835,0.9990736667885194
290,712,0,1,18.9799803779608,0.9996654720379848
291,421,1,1,15.403256189299713,0.9987920675326865
291,682,1,-1,15.721597701112348,0.9991739844582578
291,502,0,-1,16.325770141817042,0.9999590079890041
291,557,0,1,19.005875858705476,0.9993651111518135
292,405,1,1,15.82182759828924,0.999237416282395
292,436,0,1,16.100432619876766,0.9987247460611639
292,534,0,-1,18.033326624746163,0.9978808071772381
293,1314,1,-1,13.494381806631273,0.9999526072905514
293,1056,1,1,14.906519592042256,0.999191832274106
293,497,0,-1,16.215050214093747,0.9999858550343597
293,798,0,1,16.254861884041464,0.9999622863237068
294,668,1,-1,14.599327462739188,0.9999881787914005
294,1018,0,-1,14.858561645790513,0.9998451962303282
294,359,1,1,15.241096154174445,0.9999968834302573
294,672,0,1,17.360080911426383,0.998989013962224
295,365,0,-1,16.471291651624387,0.9993472690794419
295,800,0,1,17.41101797449022,0.9994030864299467
296,927,1,-1,15.595202929848734,0.9979495135853049
296,588,1,1,15.782492025803068,0.9999920812969927
296,518,0,1,17.493207874473356,0.9982591342300295
297,1005,1,-1,13.83400258714153,0.9938279763466125
297,1463,0,-1,14.423208277917794,0.9999984109443215
297,808,1,1,14.564088090605798,0.9999053123094788
297,1225,0,1,18.69994595671399,0.9999978987583918
298,1179,1,1,14.50722111616758,0.998845427871091
298,824,1,-1,15.33386995236246,0.9996943312223209
298,909,0,1,15.735759740726765,0.9996888471714885
298,1028,0,-1,17.942636380051084,0.999766624503526
299,611,1,1,14.421487258648948,0.9997544555329475
299,825,0,1,16.09061172007043,0.9982699370009401
299,801,1,-1,16.458088512101988,0.9998384242621998
300,725,1,-1,15.496238407693589,0.999963236993302
300,315,0,-1,17.655729473383598,0.999847957869314
301,1137,1,1,14.983644277984292,0.9987557195710871
301,777,1,-1,16.963182930479864,0.9952238801268477
301,946,0,-1,18.930379301617545,0.9981087106688743
302,328,1,1,14.612464776096617,0.9999865590278262
302,431,1,-1,16.046029009085327,0.9995351888883421
302,750,0,1,16.854832356931063,0.9993176666249348
302,948,0,-1,16.877148792492843,0.9996999352107887
303,1222,1,-1,14.58847756562557,0.9999995788582534
303,777,0,-1,16.39397950463399,0.9999914201965651
303,1252,0,1,17.50816748413773,0.9999733204474245
304,405,1,-1,13.583566158111408,0.9995254704707492
304,626,1,1,16.377216918879206,0.9953855135064672
304,722,0,-1,17.176641420305902,0.9960104896367206
305,688,1,1,14.134020613596288,0.9997857155145684
305,377,0,1,17.073119353370704,0.9993225439818154
306,449,1,1,15.169524152896424,0.999791184121522
306,591,1,-1,15.645103277780219,0.9933483559570924
306,370,0,-1,16.262274041576422,0.9999822575946568
306,662,0,1,16.81740369562186,0.9997068300004694
307,753,1,-1,15.115006420324269,0.9997926670253673
307,825,0,-1,16.392876759538815,0.9996534136061483
308,480,1,-1,15.683440790756869,0.9979256658636986
308,349,0,-1,16.954621906408647,0.9999934814971536
309,505,1,-1,14.196526691619798,0.9926018589580842
309,517,0,1,17.313314993479153,0.9996370675721388
310,531,1,1,14.820766680589843,0.9998116402487108
310,384,1,-1,14.926776552447516,0.9980596758376324
310,679,0,1,16.37266118426543,0.9996706504544721
311,373,1,-1,14.759160731768553,0.9970438816663793
312,1213,1,-1,14.610920724131562,0.996461169223071
312,1094,1,1,15.074135097752604,0.9999030312614154
312,349,0,1,16.94051920490932,0.9999989775516315
312,511,0,-1,16.965264941784934,0.9994424661111307
313,380,1,-1,14.789252032797199,0.9966223403180244
313,374,1,1,16.163480880167715,0.9999007297814501
313,782,0,1,16.584461261784657,0.9982523357412447
313,618,0,-1,17.522130342910877,0.9978177954548825
314,502,0,1,15.142974159556264,0.9996634790390214
314,471,1,1,15.970375234974439,0.9999987283314703
315,575,1,-1,15.701611625953657,0.9953944711579864
316,695,1,-1,13.492817760277301,0.9999902984343313
317,675,1,1,14.704863388239094,0.9952477023622819
317,363,0,1,15.61700352042372,0.998312223693996
317,621,0,-1,17.85557671625274,0.9986799023453153
318,584,1,-1,15.594300550118813,0.983791749924362
318,801,0,1,17.67757590777161,0.9993357383613721
319,900,0,1,14.966037389665424,0.9999960247615343
319,561,1,-1,15.563786255477417,0.9999793352098284
319,635,0,-1,18.80391949141673,0.999998628595894
320,569,1,1,14.534206863870999,0.9997965641372488
320,816,1,-1,15.87019414672091,0.9999474781069779
320,1357,0,-1,16.993746034672636,0.9994636754464947
321,639,1,1,15.636824011288756,0.9971740435054209
321,915,0,-1,16.231984439280723,0.9999999720055491
321,627,0,1,18.480640860897395,0.9997608542100985
322,1028,1,1,14.87696544623421,0.9956649471055761
322,1074,1,-1,15.3575197583026,0.9999941846700244
322,323,0,-1,15.583728423230465,0.9994350000665275
322,824,0,1,16.176116676193775,0.9999681559410258
323,546,1,-1,14.853545644918048,0.9988879912416212
323,600,1,1,15.83934151709406,0.9990487412304188
324,363,1,-1,15.029555799102718,0.9959896642305935
324,675,0,-1,18.376135518525935,0.99951431404079
326,813,1,-1,15.303345150614167,0.9894984999262662
326,852,1,1,16.10260280946983,0.9970162900347067
326,601,0,-1,16.384738531917737,0.9996185044807373
326,1079,0,1,17.129660695543404,0.9999872337557486
327,587,1,1,13.803668458307989,0.9988119915162988
327,1069,1,-1,15.541925493055388,0.9960662977653988
327,468,0,1,15.976308732587531,0.9987469464395733
327,1060,0,-1,17.00984323778651,0.996515433596753
328,653,1,1,15.314130315368256,0.9929487208632668
328,602,0,-1,17.0548177632643,0.9996564609352322
329,437,0,1,15.10740061869649,0.999919411692345
329,522,1,-1,15.464793027811693,0.997757067730409
329,708,0,-1,18.89180125624947,0.9999969792909839
330,376,1,-1,16.19516231886017,0.9957811136432496
331,683,0,-1,15.038087083798063,0.9999998102336385
331,421,1,-1,15.158998339173063,0.9999971743820064
332,741,1,1,14.759665470019895,0.9999997828826496
332,719,1,-1,14.898437969450002,0.9999830064087094
332,1063,0,-1,16.239607702927668,0.9996766640183035
332,1255,0,1,18.80904679290323,0.9999896133887011
333,456,1,1,15.033922406536037,0.9917823424924728
333,990,0,1,16.880414717094098,0.9998310398236431
333,334,0,-1,18.91991979765521,0.999980176817052
334,701,1,1,14.654795922154097,0.9955968166222267
334,766,1,-1,15.38695909462845,0.9999970791043398
334,1368,0,-1,16.93158538670126,0.99998468264415
335,734,1,1,14.399711103085659,0.9922116803089664
335,746,0,-1,15.144189317951026,0.999097775859361
335,835,1,-1,15.214160297737596,0.9968778279186113
335,650,0,1,15.809176883919527,0.9981708061685709
336,704,1,1,15.692015573457441,0.9933559815151608
337,371,1,-1,15.416194836298736,0.999704157624738
338,612,1,1,14.79847347455824,0.9999331072976699
338,1140,0,-1,14.90889184800565,0.9999448407580579
338,1287,1,-1,14.921112883581525,0.9999389251380496
338,1432,0,1,17.920550083328195,0.9994027640837325
339,800,1,1,15.756641560731996,0.9982199934208912
339,864,0,1,16.22815273028591,0.9953747050361565
340,715,1,1,15.322720604740747,0.9999868995680524
340,1338,0,-1,16.26794706037732,0.9999868212983697
340,1554,0,1,18.827371312464443,0.9996642112688834
341,801,1,1,14.444912677123725,0.9999930930412098
341,584,0,-1,14.925368276812707,0.9998568775411001
341,426,0,1,16.318140449781133,0.9998985752785298
342,1007,1,1,15.507391614018497,0.9964522904518291
342,1320,1,-1,15.915317664079645,0.9984797024579593
342,1126,0,-1,16.2479100711781,0.9999999766393647
342,1240,0,1,16.995185509838212,0.9994336192766877
343,806,1,1,14.197494539984328,0.9993894891103443
343,345,0,1,16.026004695538038,0.9997934898417866
343,466,0,-1,17.78512176016492,0.9995845104412321
344,839,0,1,17.54144789554271,0.9999986259445651
345,654,1,1,15.50087830170913,0.9965280949329285
345,532,1,-1,15.76846523762098,0.999998462172914
346,1266,1,-1,14.266825979752202,0.9928073780019891
346,347,1,1,14.62953618037823,0.999826425131129
346,444,0,-1,16.22855661046529,0.9998768344647562
346,1180,0,1,16.784409247784286,0.9999765465393877
347,361,0,-1,14.896985592992273,0.9999504996893566
347,414,1,1,15.494316264107935,0.9974643317149151
347,1118,0,1,16.165500593150917,0.9998963735755056
348,505,0,1,17.751695866818302,0.9988826371703917
349,551,1,1,14.094085789613214,0.9966514460941032
349,680,1,-1,15.46622188292243,0.9986919992650629
350,502,1,-1,15.004164963836667,0.9994865976577644
350,471,0,-1,15.603960503704863,0.9993063990098783
350,683,1,1,15.759862119846519,0.99529421716085
350,421,0,1,16.60988683734396,0.9994791733973185
351,370,0,1,16.325321312752042,0.9999989093386487
351,622,0,-1,17.297017853972843,0.9999908819109772
352,914,1,-1,14.39343216994124,0.9964900137866798
352,1286,0,-1,16.5015376972834,0.9975438964434763
352,769,0,1,17.846594443875144,0.9985033167079453
353,794,1,-1,14.797030889498759,0.9991627008435535
353,1013,1,1,15.454958376354178,0.9997455259757263
353,953,0,-1,15.63207910885765,0.9994356930440345
353,395,0,1,18.29411451770526,0.9996109296144977
354,657,0,1,15.171869771035494,0.998886389273235
354,632,1,-1,15.762247188123679,0.9959423284171178
355,520,1,1,13.250084718327583,0.9999598738815927
355,977,1,-1,15.685486551408149,0.9955762149473756
355,441,0,1,15.787661542217583,0.9999829528831528
355,433,0,-1,17.82584343105741,0.9977199725395435
356,694,0,-1,17.003645476939518,0.999299428620046
357,694,1,1,15.121452433555001,0.9999968735253879
357,894,0,-1,16.54904440794618,0.9995481014840453
358,900,1,-1,14.56566471167638,0.9999899525177441
358,663,1,1,15.681406770325975,0.9967595404755081
358,467,0,1,16.85026314740019,0.9999821152773748
359,1170,1,1,14.710754828941294,0.9987326241964877
359,995,0,1,16.288091802212772,0.9997631778181617
360,1285,1,1,14.16613768202501,0.9991291332024195
360,928,1,-1,14.59555121873183,0.997236088737573
360,1232,0,-1,14.705985502551794,0.9999807061137775
360,867,0,1,16.388656262389627,0.9993766972197187
361,590,1,1,14.435381174234045,0.9954862857844591
361,444,1,-1,14.558994915357054,0.9973573291489364
361,1447,0,-1,17.709553260884764,0.9988444285797379
362,906,0,-1,14.439655063588308,0.9999003754194197
362,1178,1,1,14.796370059619568,0.9957381090289232
362,454,1,-1,15.371945193163384,0.992330442759604
362,1168,0,1,16.96010867802721,0.9992062392959022
363,642,1,-1,14.234711246526459,0.9977162464247102
364,971,1,-1,14.327639550409929,0.9999331637701802
364,434,1,1,14.659080742986031,0.9941454093005668
364,389,0,1,15.096513339172951,0.999964132775289
364,923,0,-1,18.026093365510413,0.9994471327823564
365,679,1,1,15.869228560383199,0.9967188344012196
365,384,0,-1,16.72979035066647,0.9995547659484172
366,450,1,1,14.654051407334101,0.9999336881777572
366,653,0,-1,14.880250274395213,0.9984385389039427
367,1594,1,-1,14.348451153734429,0.999989006137931
367,1194,1,1,15.261508339364731,0.9999783109542502
367,844,0,1,16.353935736099235,0.999458915275919
367,797,0,-1,16.614519629223576,0.9996198783408891
368,1051,0,1,14.506427554643492,0.9996963434068876
368,896,1,-1,14.535345004022096,0.9982630636972321
368,599,0,-1,18.911143606447066,0.9998514099309237
369,577,0,-1,15.529117737136291,0.9976708521272433
369,391,1,1,15.74565180883686,0.9937432064413686
370,463,1,1,15.660419909315156,0.9954217558749872
371,882,0,1,16.387513607829682,0.9983874932795656
372,590,1,-1,14.448814625458665,0.9986354600569123
372,902,0,-1,15.828325888499784,0.9989975220942247
372,880,1,1,16.44355426023723,0.9973513832949116
373,651,0,1,18.95733032740041,0.9995046315105991
374,1084,0,1,18.442034812959815,0.9997025952923905
375,996,1,1,13.482509925070014,0.9999998990979846
375,980,1,-1,15.983512963063783,0.9990542532330304
375,553,0,-1,17.351855266548462,0.9996158096437688
375,631,0,1,18.19950469022598,0.99947756871576
376,708,0,1,15.68942360320361,0.9975459125449776
377,438,1,1,15.724745399647443,0.9998419383882172
377,697,1,-1,15.738419196902603,0.9853657209196017
377,415,0,1,18.76853568672015,0.9999999494279583
