rank_by_response,feature_type,raw_x_px,raw_y_px,response
181,roi_restricted_checkerboard_corner_candidate,863.0,1405.0,3.8377907912945375e-05
182,roi_restricted_checkerboard_corner_candidate,1124.0,1403.0,3.836834730464034e-05
183,roi_restricted_checkerboard_corner_candidate,995.0,1404.0,3.835745883407071e-05
184,roi_restricted_checkerboard_corner_candidate,1251.0,1372.0,3.835260577034205e-05
185,roi_restricted_checkerboard_corner_candidate,1229.0,1582.0,3.835226743831299e-05
186,roi_restricted_checkerboard_corner_candidate,1230.0,1442.0,3.833537994069047e-05
187,roi_restricted_checkerboard_corner_candidate,1230.0,1396.0,3.831481808447279e-05
188,roi_restricted_checkerboard_corner_candidate,1123.0,1702.0,3.83053338737227e-05
189,roi_restricted_checkerboard_corner_candidate,1230.0,1302.0,3.829605702776462e-05
190,roi_restricted_checkerboard_corner_candidate,1313.0,1395.0,3.817494507529773e-05
191,roi_restricted_checkerboard_corner_candidate,1103.0,1332.0,3.8075566408224404e-05
192,roi_restricted_checkerboard_corner_candidate,796.0,1496.0,3.8072012102929875e-05
193,roi_restricted_checkerboard_corner_candidate,974.0,1284.0,3.803390427492559e-05
194,roi_restricted_checkerboard_corner_candidate,1250.0,1419.0,3.798957550316118e-05
195,roi_restricted_checkerboard_corner_candidate,973.0,1380.0,3.7964771763654426e-05
196,roi_restricted_checkerboard_corner_candidate,1271.0,1395.0,3.79488046746701e-05
197,roi_restricted_checkerboard_corner_candidate,797.0,1252.0,3.789247421082109e-05
198,roi_restricted_checkerboard_corner_candidate,1082.0,1356.0,3.7878322473261505e-05
199,roi_restricted_checkerboard_corner_candidate,929.0,1733.0,3.784224463743158e-05
200,roi_restricted_checkerboard_corner_candidate,1144.0,1725.0,3.780098268180154e-05
201,roi_restricted_checkerboard_corner_candidate,1230.0,1349.0,3.7795824027853087e-05
202,roi_restricted_checkerboard_corner_candidate,1103.0,1427.0,3.778255995712243e-05
203,roi_restricted_checkerboard_corner_candidate,1017.0,1380.0,3.7771656934637576e-05
204,roi_restricted_checkerboard_corner_candidate,1188.0,1396.0,3.776875382754952e-05
205,roi_restricted_checkerboard_corner_candidate,994.0,1707.0,3.774195283767767e-05
206,roi_restricted_checkerboard_corner_candidate,951.0,1708.0,3.7704172427766025e-05
207,roi_restricted_checkerboard_corner_candidate,930.0,1253.0,3.7692563637392595e-05
208,roi_restricted_checkerboard_corner_candidate,1016.0,1730.0,3.763291897485033e-05
209,roi_restricted_checkerboard_corner_candidate,885.0,1380.0,3.763272979995236e-05
210,roi_restricted_checkerboard_corner_candidate,1271.0,1488.0,3.762600681511685e-05
211,roi_restricted_checkerboard_corner_candidate,973.0,1428.0,3.761350308195688e-05
212,roi_restricted_checkerboard_corner_candidate,1102.0,1680.0,3.760511754080653e-05
