rank_by_response,feature_type,raw_x_px,raw_y_px,response
117,checkerboard_corner_candidate,907.0,1518.0,3.651765291579068e-05
118,checkerboard_corner_candidate,995.0,1469.0,3.65154082828667e-05
119,checkerboard_corner_candidate,907.0,1422.0,3.6511752114165574e-05
120,checkerboard_corner_candidate,973.0,1541.0,3.6510551581159234e-05
121,checkerboard_corner_candidate,1081.0,1657.0,3.644523530965671e-05
122,checkerboard_corner_candidate,841.0,1301.0,3.640117938630283e-05
123,checkerboard_corner_candidate,1081.0,1610.0,3.637140252976678e-05
124,checkerboard_corner_candidate,796.0,1447.0,3.627348996815272e-05
125,checkerboard_corner_candidate,863.0,1471.0,3.6129938962403685e-05
126,checkerboard_corner_candidate,1125.0,1278.0,3.611525971791707e-05
127,checkerboard_corner_candidate,1102.0,1585.0,3.5988872696179897e-05
128,checkerboard_corner_candidate,1189.0,1302.0,3.5973200283478945e-05
129,checkerboard_corner_candidate,842.0,1253.0,3.596489841584116e-05
130,checkerboard_corner_candidate,1081.0,1468.0,3.5944667615694925e-05
131,checkerboard_corner_candidate,863.0,1567.0,3.594214649638161e-05
132,checkerboard_corner_candidate,929.0,1685.0,3.5931985621573403e-05
133,checkerboard_corner_candidate,1123.0,1608.0,3.5923665564041585e-05
134,checkerboard_corner_candidate,1251.0,1325.0,3.5890690924134105e-05
135,checkerboard_corner_candidate,1059.0,1634.0,3.586203820304945e-05
136,checkerboard_corner_candidate,994.0,1659.0,3.5839442716678604e-05
137,checkerboard_corner_candidate,1080.0,1704.0,3.579171243472956e-05
138,checkerboard_corner_candidate,951.0,1661.0,3.578729956643656e-05
139,checkerboard_corner_candidate,1144.0,1678.0,3.577065945137292e-05
140,checkerboard_corner_candidate,929.0,1590.0,3.576171366148628e-05
141,checkerboard_corner_candidate,697.0,539.0,3.575947630451992e-05
142,checkerboard_corner_candidate,840.0,1543.0,3.574211586965248e-05
143,checkerboard_corner_candidate,1124.0,1420.0,3.5695236874744296e-05
144,checkerboard_corner_candidate,929.0,1542.0,3.5637658584164456e-05
145,checkerboard_corner_candidate,1299.0,1668.0,3.554700015229173e-05
146,checkerboard_corner_candidate,1039.0,1278.0,3.54927105945535e-05
147,checkerboard_corner_candidate,1209.0,1419.0,3.546120206010528e-05
148,checkerboard_corner_candidate,952.0,1308.0,3.5460456274449825e-05
149,checkerboard_corner_candidate,1167.0,1325.0,3.536934673320502e-05
150,checkerboard_corner_candidate,885.0,1494.0,3.5289409424876794e-05
151,checkerboard_corner_candidate,1292.0,1418.0,3.5283366742078215e-05
152,checkerboard_corner_candidate,1061.0,1254.0,3.525097417877987e-05
153,checkerboard_corner_candidate,1124.0,1332.0,3.518234734656289e-05
154,checkerboard_corner_candidate,1039.0,1356.0,3.517938239383511e-05
155,checkerboard_corner_candidate,797.0,1301.0,3.5168610338587314e-05
156,checkerboard_corner_candidate,1210.0,1279.0,3.516096330713481e-05
157,checkerboard_corner_candidate,1018.0,1254.0,3.515165371936746e-05
158,checkerboard_corner_candidate,1059.0,1728.0,3.514666241244413e-05
159,checkerboard_corner_candidate,1166.0,1607.0,3.5125241993227974e-05
160,checkerboard_corner_candidate,907.0,1710.0,3.510587339405902e-05
161,checkerboard_corner_candidate,973.0,1589.0,3.5101147659588605e-05
162,checkerboard_corner_candidate,1168.0,1278.0,3.506624125293456e-05
163,checkerboard_corner_candidate,1082.0,1278.0,3.503583502606489e-05
164,checkerboard_corner_candidate,1104.0,1254.0,3.501561513985507e-05
165,checkerboard_corner_candidate,1016.0,1682.0,3.499149897834286e-05
166,checkerboard_corner_candidate,1038.0,1611.0,3.498328442219645e-05
167,checkerboard_corner_candidate,1102.0,1633.0,3.497791840345599e-05
168,checkerboard_corner_candidate,1188.0,1349.0,3.4840748412534595e-05
169,checkerboard_corner_candidate,930.0,1332.0,3.4827764466172084e-05
170,checkerboard_corner_candidate,1166.0,1654.0,3.479954830254428e-05
171,checkerboard_corner_candidate,907.0,1662.0,3.4730255720205605e-05
172,checkerboard_corner_candidate,840.0,1640.0,3.4687313018366694e-05
173,checkerboard_corner_candidate,1016.0,1588.0,3.455782643868588e-05
174,checkerboard_corner_candidate,1123.0,1749.0,3.454314355622046e-05
175,checkerboard_corner_candidate,885.0,1591.0,3.452730743447319e-05
176,checkerboard_corner_candidate,1146.0,1332.0,3.452040255069733e-05
177,checkerboard_corner_candidate,886.0,1253.0,3.44420041074045e-05
178,checkerboard_corner_candidate,1123.0,1656.0,3.4414879337418824e-05
179,checkerboard_corner_candidate,1104.0,1285.0,3.441099397605285e-05
180,checkerboard_corner_candidate,1394.0,1394.0,3.4344990126555786e-05
181,checkerboard_corner_candidate,840.0,1688.0,3.4277305530849844e-05
182,checkerboard_corner_candidate,1038.0,1705.0,3.421770816203207e-05
183,checkerboard_corner_candidate,863.0,1615.0,3.415856554056518e-05
184,checkerboard_corner_candidate,929.0,1638.0,3.413363447180018e-05
185,checkerboard_corner_candidate,863.0,1663.0,3.411263242014684e-05
186,checkerboard_corner_candidate,818.0,1520.0,3.408916381886229e-05
187,checkerboard_corner_candidate,1209.0,1372.0,3.407884651096538e-05
188,checkerboard_corner_candidate,1292.0,1325.0,3.405852476134896e-05
189,checkerboard_corner_candidate,665.0,1817.0,3.4010812669293955e-05
190,checkerboard_corner_candidate,818.0,1568.0,3.3994787372648716e-05
191,checkerboard_corner_candidate,1272.0,1349.0,3.3932181395357475e-05
192,checkerboard_corner_candidate,1271.0,1442.0,3.3858490496641025e-05
193,checkerboard_corner_candidate,377.0,1827.0,3.3794069167925045e-05
194,checkerboard_corner_candidate,945.0,1452.0,3.378352630534209e-05
195,checkerboard_corner_candidate,1332.0,1464.0,3.377977554919198e-05
196,checkerboard_corner_candidate,929.0,1356.0,3.365093652973883e-05
197,checkerboard_corner_candidate,1251.0,1372.0,3.36411758325994e-05
198,checkerboard_corner_candidate,1124.0,1403.0,3.363552605151199e-05
199,checkerboard_corner_candidate,863.0,1405.0,3.3611664548516273e-05
200,checkerboard_corner_candidate,995.0,1404.0,3.3598927984712645e-05
201,checkerboard_corner_candidate,1229.0,1582.0,3.3589207305340096e-05
202,checkerboard_corner_candidate,1230.0,1396.0,3.3581127354409546e-05
203,checkerboard_corner_candidate,1230.0,1442.0,3.357441528351046e-05
204,checkerboard_corner_candidate,1230.0,1302.0,3.356928937137127e-05
205,checkerboard_corner_candidate,1123.0,1702.0,3.3548105420777574e-05
206,checkerboard_corner_candidate,1313.0,1395.0,3.345450386404991e-05
207,checkerboard_corner_candidate,1103.0,1332.0,3.3395794162061065e-05
208,checkerboard_corner_candidate,994.0,1754.0,3.338767055538483e-05
209,checkerboard_corner_candidate,796.0,1496.0,3.334376015118323e-05
210,checkerboard_corner_candidate,974.0,1284.0,3.331038897158578e-05
211,checkerboard_corner_candidate,1082.0,1356.0,3.32947529386729e-05
212,checkerboard_corner_candidate,1250.0,1419.0,3.3271557185798883e-05
213,checkerboard_corner_candidate,1271.0,1395.0,3.325107536511496e-05
214,checkerboard_corner_candidate,973.0,1380.0,3.324983481434174e-05
215,checkerboard_corner_candidate,1230.0,1349.0,3.3190135582117364e-05
216,checkerboard_corner_candidate,797.0,1252.0,3.3186519431183115e-05
217,checkerboard_corner_candidate,1188.0,1396.0,3.3142623578896746e-05
218,checkerboard_corner_candidate,929.0,1733.0,3.3142525353468955e-05
219,checkerboard_corner_candidate,1144.0,1725.0,3.3106385671999305e-05
220,checkerboard_corner_candidate,1017.0,1380.0,3.3090786018874496e-05
221,checkerboard_corner_candidate,1103.0,1427.0,3.309025487396866e-05
222,checkerboard_corner_candidate,930.0,1253.0,3.306279904791154e-05
223,checkerboard_corner_candidate,994.0,1707.0,3.305468271719292e-05
224,checkerboard_corner_candidate,907.0,1758.0,3.303769699414261e-05
225,checkerboard_corner_candidate,951.0,1708.0,3.302160621387884e-05
226,checkerboard_corner_candidate,885.0,1380.0,3.29888061969541e-05
227,checkerboard_corner_candidate,973.0,1428.0,3.298276715213433e-05
228,checkerboard_corner_candidate,1271.0,1488.0,3.2962645491352305e-05
229,checkerboard_corner_candidate,1016.0,1730.0,3.295920032542199e-05
230,checkerboard_corner_candidate,1102.0,1680.0,3.293485497124493e-05
231,checkerboard_corner_candidate,818.0,1665.0,3.2899875805014744e-05
232,checkerboard_corner_candidate,1039.0,1332.0,3.287921572336927e-05
233,checkerboard_corner_candidate,1250.0,1512.0,3.284830745542422e-05
234,checkerboard_corner_candidate,1032.0,1355.0,3.2835079764481634e-05
235,checkerboard_corner_candidate,1166.0,1513.0,3.275502604083158e-05
236,checkerboard_corner_candidate,996.0,1308.0,3.274560731370002e-05
237,checkerboard_corner_candidate,818.0,1616.0,3.272019239375368e-05
238,checkerboard_corner_candidate,818.0,1356.0,3.2689171348465607e-05
239,checkerboard_corner_candidate,908.0,1308.0,3.267805004725233e-05
240,checkerboard_corner_candidate,1292.0,1372.0,3.26759327435866e-05
241,checkerboard_corner_candidate,1394.0,1440.0,3.267100328230299e-05
242,checkerboard_corner_candidate,841.0,1332.0,3.2635583920637146e-05
243,checkerboard_corner_candidate,1167.0,1420.0,3.257975185988471e-05
244,checkerboard_corner_candidate,863.0,1308.0,3.257412026869133e-05
245,checkerboard_corner_candidate,1271.0,1535.0,3.2547672162763774e-05
246,checkerboard_corner_candidate,930.0,1284.0,3.254041075706482e-05
247,checkerboard_corner_candidate,1209.0,1325.0,3.2528609153814614e-05
248,checkerboard_corner_candidate,972.0,1684.0,3.252781607443467e-05
249,checkerboard_corner_candidate,1124.0,1450.0,3.250069130444899e-05
250,checkerboard_corner_candidate,1414.0,1417.0,3.2493844628334045e-05
251,checkerboard_corner_candidate,923.0,1332.0,3.248506982345134e-05
252,checkerboard_corner_candidate,952.0,1356.0,3.2465661206515506e-05
253,checkerboard_corner_candidate,1147.0,1255.0,3.243283572373912e-05
254,checkerboard_corner_candidate,1208.0,1513.0,3.242889215471223e-05
255,checkerboard_corner_candidate,1016.0,1777.0,3.2399726478615776e-05
256,checkerboard_corner_candidate,1125.0,1308.0,3.239610668970272e-05
257,checkerboard_corner_candidate,1208.0,1606.0,3.237571218051016e-05
258,checkerboard_corner_candidate,382.0,1813.0,3.236867269151844e-05
259,checkerboard_corner_candidate,950.0,1756.0,3.2367417588829994e-05
260,checkerboard_corner_candidate,1312.0,1534.0,3.2321295293513685e-05
261,checkerboard_corner_candidate,995.0,1332.0,3.229137655580416e-05
262,checkerboard_corner_candidate,1082.0,1308.0,3.228446075809188e-05
263,checkerboard_corner_candidate,1039.0,1308.0,3.2275223929900676e-05
264,checkerboard_corner_candidate,1017.0,1475.0,3.220796133973636e-05
265,checkerboard_corner_candidate,951.0,1332.0,3.218942219973542e-05
266,checkerboard_corner_candidate,901.0,1398.0,3.218707206542604e-05
267,checkerboard_corner_candidate,1187.0,1583.0,3.21810512105003e-05
268,checkerboard_corner_candidate,886.0,1332.0,3.214597745682113e-05
269,checkerboard_corner_candidate,1332.0,1510.0,3.214588650735095e-05
270,checkerboard_corner_candidate,1167.0,1466.0,3.2144329452421516e-05
271,checkerboard_corner_candidate,995.0,1380.0,3.212961746612564e-05
272,checkerboard_corner_candidate,1040.0,1230.0,3.2118638046085835e-05
273,checkerboard_corner_candidate,1081.0,1498.0,3.211079820175655e-05
274,checkerboard_corner_candidate,1209.0,1466.0,3.209732676623389e-05
275,checkerboard_corner_candidate,967.0,1421.0,3.20933795592282e-05
276,checkerboard_corner_candidate,1272.0,1302.0,3.2089454180095345e-05
277,checkerboard_corner_candidate,951.0,1404.0,3.2088551961351186e-05
278,checkerboard_corner_candidate,1291.0,1511.0,3.206766632501967e-05
279,checkerboard_corner_candidate,383.0,581.0,3.2053878385340795e-05
280,checkerboard_corner_candidate,972.0,1779.0,3.1988332921173424e-05
281,checkerboard_corner_candidate,840.0,1592.0,3.1980562198441476e-05
282,checkerboard_corner_candidate,1076.0,1403.0,3.197695696144365e-05
283,checkerboard_corner_candidate,1332.0,1556.0,3.196000761818141e-05
284,checkerboard_corner_candidate,1059.0,1775.0,3.195526005583815e-05
285,checkerboard_corner_candidate,1146.0,1285.0,3.193312659277581e-05
286,checkerboard_corner_candidate,1313.0,1349.0,3.192431540810503e-05
287,checkerboard_corner_candidate,1033.0,1403.0,3.191647192579694e-05
288,checkerboard_corner_candidate,1312.0,1441.0,3.187906986568123e-05
289,checkerboard_corner_candidate,1229.0,1536.0,3.183939406881109e-05
290,checkerboard_corner_candidate,1038.0,1475.0,3.182165892212652e-05
291,checkerboard_corner_candidate,1139.0,1331.0,3.178815677529201e-05
292,checkerboard_corner_candidate,886.0,1284.0,3.1773626687936485e-05
293,checkerboard_corner_candidate,1060.0,1427.0,3.1737563404021785e-05
294,checkerboard_corner_candidate,1125.0,1356.0,3.173366349074058e-05
295,checkerboard_corner_candidate,1333.0,1418.0,3.169362753396854e-05
296,checkerboard_corner_candidate,1018.0,1284.0,3.1674080673838034e-05
297,checkerboard_corner_candidate,1060.0,1356.0,3.167055911035277e-05
298,checkerboard_corner_candidate,1017.0,1332.0,3.162711800541729e-05
299,checkerboard_corner_candidate,929.0,1308.0,3.160800406476483e-05
300,checkerboard_corner_candidate,1313.0,1302.0,3.1595584005117416e-05
301,checkerboard_corner_candidate,952.0,1284.0,3.158368417643942e-05
302,checkerboard_corner_candidate,1187.0,1630.0,3.156918683089316e-05
303,checkerboard_corner_candidate,1081.0,1427.0,3.1558658520225435e-05
304,checkerboard_corner_candidate,819.0,1308.0,3.154206569888629e-05
305,checkerboard_corner_candidate,973.0,1356.0,3.1528925319435075e-05
306,checkerboard_corner_candidate,929.0,1781.0,3.152058707200922e-05
307,checkerboard_corner_candidate,1061.0,1285.0,3.14915414492134e-05
308,checkerboard_corner_candidate,863.0,1453.0,3.1466355721931905e-05
309,checkerboard_corner_candidate,796.0,1544.0,3.14320859615691e-05
310,checkerboard_corner_candidate,841.0,1380.0,3.1425137422047555e-05
311,checkerboard_corner_candidate,1097.0,1325.0,3.13976634060964e-05
312,checkerboard_corner_candidate,953.0,1229.0,3.1386785849463195e-05
313,checkerboard_corner_candidate,930.0,1380.0,3.135792940156534e-05
314,checkerboard_corner_candidate,1038.0,1380.0,3.128682146780193e-05
315,checkerboard_corner_candidate,995.0,1428.0,3.128545722574927e-05
316,checkerboard_corner_candidate,1229.0,1489.0,3.128412936348468e-05
317,checkerboard_corner_candidate,995.0,1356.0,3.127863601548597e-05
318,checkerboard_corner_candidate,863.0,1356.0,3.127745003439486e-05
319,checkerboard_corner_candidate,1038.0,1451.0,3.1257353839464486e-05
320,checkerboard_corner_candidate,1353.0,1487.0,3.124173599644564e-05
321,checkerboard_corner_candidate,885.0,1477.0,3.122502675978467e-05
322,checkerboard_corner_candidate,1125.0,1261.0,3.122167254332453e-05
323,checkerboard_corner_candidate,820.0,1228.0,3.12109368678648e-05
324,checkerboard_corner_candidate,1097.0,1284.0,3.119402754236944e-05
325,checkerboard_corner_candidate,1103.0,1356.0,3.118297172477469e-05
326,checkerboard_corner_candidate,996.0,1230.0,3.115840081591159e-05
327,checkerboard_corner_candidate,1083.0,1231.0,3.113851562375203e-05
328,checkerboard_corner_candidate,885.0,1735.0,3.113306956947781e-05
329,checkerboard_corner_candidate,974.0,1254.0,3.112527701887302e-05
330,checkerboard_corner_candidate,1038.0,1499.0,3.107830343651585e-05
331,checkerboard_corner_candidate,1291.0,1557.0,3.107728480244987e-05
332,checkerboard_corner_candidate,885.0,1429.0,3.105600626440719e-05
333,checkerboard_corner_candidate,818.0,1761.0,3.10316972900182e-05
334,checkerboard_corner_candidate,1292.0,1465.0,3.1015144486445934e-05
335,checkerboard_corner_candidate,1118.0,1349.0,3.0991450330475345e-05
336,checkerboard_corner_candidate,1166.0,1560.0,3.0985109333414584e-05
337,checkerboard_corner_candidate,1075.0,1349.0,3.0942414014134556e-05
338,checkerboard_corner_candidate,1060.0,1332.0,3.090800601057708e-05
339,checkerboard_corner_candidate,951.0,1500.0,3.090653626713902e-05
340,checkerboard_corner_candidate,908.0,1229.0,3.088700759690255e-05
341,checkerboard_corner_candidate,1352.0,1579.0,3.087490767939016e-05
342,checkerboard_corner_candidate,1189.0,1255.0,3.085086427745409e-05
343,checkerboard_corner_candidate,863.0,1332.0,3.085070420638658e-05
344,checkerboard_corner_candidate,1374.0,1325.0,3.083244519075379e-05
345,checkerboard_corner_candidate,1333.0,1325.0,3.082920011365786e-05
346,checkerboard_corner_candidate,863.0,1519.0,3.081968679907732e-05
347,checkerboard_corner_candidate,1080.0,1751.0,3.081734394072555e-05
348,checkerboard_corner_candidate,989.0,1397.0,3.0762123060412705e-05
349,checkerboard_corner_candidate,1146.0,1379.0,3.0752464226679876e-05
350,checkerboard_corner_candidate,886.0,1308.0,3.074963024118915e-05
351,checkerboard_corner_candidate,818.0,1332.0,3.070242382818833e-05
352,checkerboard_corner_candidate,952.0,1260.0,3.0687795515405014e-05
353,checkerboard_corner_candidate,1102.0,1727.0,3.0678387702209875e-05
354,checkerboard_corner_candidate,1250.0,1558.0,3.066411954932846e-05
355,checkerboard_corner_candidate,1010.0,1475.0,3.06234578602016e-05
356,checkerboard_corner_candidate,1011.0,1284.0,3.059997834498063e-05
357,checkerboard_corner_candidate,908.0,1404.0,3.057915091631003e-05
358,checkerboard_corner_candidate,923.0,1380.0,3.057806316064671e-05
359,checkerboard_corner_candidate,945.0,1356.0,3.0577601137338206e-05
360,checkerboard_corner_candidate,945.0,1308.0,3.052365718758665e-05
361,checkerboard_corner_candidate,1187.0,1536.0,3.047955033252947e-05
362,checkerboard_corner_candidate,1037.0,1753.0,3.0438153771683574e-05
363,checkerboard_corner_candidate,1434.0,1394.0,3.0436040105996653e-05
364,checkerboard_corner_candidate,967.0,1326.0,3.0429038815782405e-05
365,checkerboard_corner_candidate,879.0,1332.0,3.041619129362516e-05
366,checkerboard_corner_candidate,1250.0,1465.0,3.04145705740666e-05
367,checkerboard_corner_candidate,1415.0,1325.0,3.0407814847421832e-05
368,checkerboard_corner_candidate,1145.0,1450.0,3.0384122510440648e-05
369,checkerboard_corner_candidate,1312.0,1488.0,3.0365057682502083e-05
370,checkerboard_corner_candidate,1393.0,1486.0,3.0358887670445256e-05
371,checkerboard_corner_candidate,1118.0,1396.0,3.0352955946000293e-05
372,checkerboard_corner_candidate,973.0,1404.0,3.034076507901773e-05
373,checkerboard_corner_candidate,1125.0,1231.0,3.030082370969467e-05
374,checkerboard_corner_candidate,796.0,1593.0,3.0298862839117646e-05
375,checkerboard_corner_candidate,1010.0,1570.0,3.0242761567933485e-05
376,checkerboard_corner_candidate,1017.0,1427.0,3.0234303267206997e-05
377,checkerboard_corner_candidate,1188.0,1443.0,3.0231916753109545e-05
378,checkerboard_corner_candidate,1060.0,1379.0,3.022915916517377e-05
379,checkerboard_corner_candidate,951.0,1380.0,3.0226930903154425e-05
380,checkerboard_corner_candidate,1353.0,1441.0,3.0225401133066043e-05
381,checkerboard_corner_candidate,1053.0,1468.0,3.0217390303732827e-05
382,checkerboard_corner_candidate,1394.0,1348.0,3.0215200240490958e-05
383,checkerboard_corner_candidate,1010.0,1427.0,3.0212337151169777e-05
384,checkerboard_corner_candidate,796.0,1381.0,3.0188646633177996e-05
385,checkerboard_corner_candidate,901.0,1452.0,3.017548988282215e-05
386,checkerboard_corner_candidate,952.0,1452.0,3.017034032382071e-05
387,checkerboard_corner_candidate,1054.0,1325.0,3.0166571377776563e-05
388,checkerboard_corner_candidate,995.0,1499.0,3.0165454518282786e-05
