source_candidate_index,image_lattice_col_index_0_to_49,image_lattice_row_index_0_to_49,raw_x_px,raw_y_px,detector_response,projective_cell_residual_px,correspondence_source,full_refined_fit_inlier,full_refined_fit_residual_px,heldout_block,train_only_prediction_x_px,train_only_prediction_y_px,train_only_residual_px
1499,40,1,1509.1869179269584,1433.6827067236684,0.14912712574005127,0.7931057206257387,projective_2d_nearest_cell_reassignment,True,0.7931057206257387,False,1509.6693011192256,1433.0165813613983,0.8224454647217668
1244,41,1,1509.1706429982723,1448.5517589692079,0.15490533411502838,0.8117903114188527,projective_2d_nearest_cell_reassignment,True,0.8117903114188527,False,1509.6354848691285,1449.2344896391533,0.825953468777226
1514,45,1,1509.339972562581,1513.367645452085,0.1488812267780304,0.7751034629516707,projective_2d_nearest_cell_reassignment,True,0.7751034629516707,False,1509.5001747974914,1514.1277384341877,0.7767921842500332
1537,0,2,1497.3349738967258,786.2223176810713,0.14838945865631104,0.872063092426054,projective_2d_nearest_cell_reassignment,True,0.872063092426054,True,1496.9808248414436,785.3386160412728,0.952024233693669
1424,3,2,1496.8279453678444,835.3501205016988,0.15060240030288696,1.4287378935680937,projective_2d_nearest_cell_reassignment,True,1.4287378935680937,True,1496.8769537648893,833.809816380789,1.5410835823772338
1549,10,2,1496.3816691342358,947.1197281224839,0.14789772033691406,0.1934499745234313,projective_2d_nearest_cell_reassignment,True,0.1934499745234313,False,1496.6344265480657,946.9845874952432,0.28661699073322094
1319,11,2,1496.3463064505117,963.0265016075591,0.15318416059017181,0.2838107668034083,projective_2d_nearest_cell_reassignment,True,0.2838107668034083,False,1496.5997613468362,963.1610243757806,0.2869420841229269
1341,12,2,1496.3726116341006,980.5137801082227,0.1525694578886032,1.1070778313739067,projective_2d_nearest_cell_reassignment,True,1.1070778313739067,False,1496.5650915288497,979.3396156556144,1.1898364054153412
1217,14,2,1496.2026592389007,1011.347290418926,0.15564298629760742,0.48204672677741955,projective_2d_nearest_cell_reassignment,True,0.48204672677741955,False,1496.4957380389142,1011.7032631349543,0.46109842503952636
1541,15,2,1496.5437791764805,1027.478176408916,0.14814358949661255,0.4953835972813122,projective_2d_nearest_cell_reassignment,True,0.4953835972813122,False,1496.4610543651202,1027.8883201956396,0.4184032985083034
1219,34,2,1495.823271306872,1335.4232077784998,0.15564297139644623,0.4130208356376626,projective_2d_nearest_cell_reassignment,True,0.4130208356376626,False,1495.8011856240412,1335.814559218555,0.3919741407533472
1548,35,2,1495.7701359920047,1351.569524275701,0.14789772033691406,0.49059311031647995,projective_2d_nearest_cell_reassignment,True,0.49059311031647995,False,1495.7664093655637,1352.0428207098596,0.47331110522766606
926,37,2,1495.4373946806386,1383.613208823831,0.16215883195400238,0.9321228202711738,projective_2d_nearest_cell_reassignment,True,0.9321228202711738,False,1495.6968429307951,1384.505838408756,0.9295703149266474
981,40,2,1495.335078702025,1432.5004804301932,0.16092944145202637,0.7590721463162402,projective_2d_nearest_cell_reassignment,True,0.7590721463162402,False,1495.5924584701777,1433.2166082472477,0.7609752922490911
1587,49,2,1494.641322445263,1578.3710192977958,0.14703713357448578,1.2592891984025572,projective_2d_nearest_cell_reassignment,True,1.2592891984025572,False,1495.2790542331616,1579.4659787515427,1.2671377346784154
1504,0,3,1482.5077336935917,785.0488760324237,0.14912712574005127,0.4546265801977353,projective_2d_nearest_cell_reassignment,True,0.4546265801977353,True,1482.9030404695443,784.6077006997081,0.5923707633828181
1590,1,3,1482.5265980761365,801.2701785934285,0.14703713357448578,0.4558915037382711,projective_2d_nearest_cell_reassignment,True,0.4558915037382711,True,1482.8674335261626,800.7857842737891,0.5922893388314527
473,3,3,1483.3446662394506,834.0791710481249,0.1722399741411209,1.0281986691511924,projective_2d_nearest_cell_reassignment,True,1.0281986691511924,True,1482.7962054009458,833.1484206908816,1.080326579734935
1496,9,3,1482.7312345621312,930.3304576761169,0.1492500603199005,0.2149124442091148,projective_2d_nearest_cell_reassignment,True,0.2149124442091148,False,1482.5824070493156,930.2881151490861,0.15473370080959528
1291,10,3,1482.6720873703473,947.4432484762251,0.15379886329174042,0.8979216014931333,projective_2d_nearest_cell_reassignment,True,0.8979216014931333,False,1482.5467573592393,946.4856207667415,0.965794202537574
1263,11,3,1482.5771846209407,964.2856514138678,0.15453651547431946,1.5300283845346545,projective_2d_nearest_cell_reassignment,True,1.5300283845346545,False,1482.5111029147783,962.6852865479308,1.601728596240565
1596,13,3,1482.5199219542203,996.3569936879487,0.14691418409347534,1.2054602838289699,projective_2d_nearest_cell_reassignment,True,1.2054602838289699,False,1482.4397797589006,995.0911003296694,1.2684276747242247
1238,15,3,1482.207574480218,1028.5810240662145,0.15502828359603882,1.0192789516984804,projective_2d_nearest_cell_reassignment,True,1.0192789516984804,False,1482.36843757407,1027.5055599529726,1.0874281557117986
974,17,3,1482.167776093919,1059.3521583038375,0.16117531061172485,0.6362143308380273,projective_2d_nearest_cell_reassignment,True,0.6362143308380273,False,1482.2970763526698,1059.9286688783552,0.5908324630923129
1579,18,3,1482.2334842641058,1075.4473229496825,0.14716008305549622,0.7487315876072165,projective_2d_nearest_cell_reassignment,True,0.7487315876072165,False,1482.2613886008749,1076.1434679112426,0.6967039970575941
1461,33,3,1481.8163042515216,1320.6085969601977,0.14986476302146912,0.9733552385575353,projective_2d_nearest_cell_reassignment,True,0.9733552385575353,False,1481.7255003496653,1319.6253310282452,0.9874498678569492
1598,34,3,1481.7342767577954,1336.6799276076492,0.1467912495136261,0.7923436807683305,projective_2d_nearest_cell_reassignment,True,0.7923436807683305,False,1481.68973629134,1335.8748000808343,0.8063585973914563
1481,35,3,1481.3434035112873,1353.3412209362696,0.149495929479599,1.2304492713535178,projective_2d_nearest_cell_reassignment,True,1.2304492713535178,False,1481.6539674557325,1352.1264397007124,1.2538514321287348
1511,38,3,1481.258264731182,1400.5370442927622,0.1488812416791916,0.44961420529133117,projective_2d_nearest_cell_reassignment,True,0.44961420529133117,False,1481.5466322756452,1400.894386314045,0.45918314524192394
1362,42,3,1480.6487242922065,1465.368911280963,0.1519547700881958,0.9352766258677523,projective_2d_nearest_cell_reassignment,True,0.9352766258677523,False,1481.403451762144,1465.9487294734136,0.9517366706053486
1552,1,4,1468.3431645130302,799.5403247932747,0.14789770543575287,0.7328593709832599,projective_2d_nearest_cell_reassignment,True,0.7328593709832599,True,1468.7481387002892,800.0759988758891,0.6715287150456876
1149,3,4,1468.7950094565883,834.4156598516117,0.1573641449213028,1.8351501939046417,projective_2d_nearest_cell_reassignment,True,1.8351501939046417,True,1468.6749233443168,832.4851210673944,1.9342700617359092
1522,6,4,1468.573175686699,882.4617428687787,0.14875829219818115,1.2566494741109786,projective_2d_nearest_cell_reassignment,True,1.2566494741109786,False,1468.5650636537791,881.1150305620222,1.3467367382854238
1248,8,4,1469.2535811102618,913.884168912624,0.15490533411502838,0.8581199395040798,projective_2d_nearest_cell_reassignment,True,0.8581199395040798,False,1468.4917994109467,913.5457927522588,0.8335525078332062
1453,9,4,1469.0816547731372,930.0965961050179,0.14998771250247955,0.7282519472303776,projective_2d_nearest_cell_reassignment,True,0.7282519472303776,False,1468.4551599518502,929.7644219062211,0.7091089193105083
1340,13,4,1468.593552056165,995.5180271554034,0.1525694578886032,0.8605878912762973,projective_2d_nearest_cell_reassignment,True,0.8605878912762973,False,1468.308553174724,994.6606023709982,0.9035494581565255
1608,17,4,1468.160399723333,1059.397689387207,0.14654536545276642,0.25147000370860695,projective_2d_nearest_cell_reassignment,True,0.25147000370860695,False,1468.1618680453341,1059.5914658344395,0.19378201018553423
1187,19,4,1468.0468106509657,1091.5222651485249,0.15638062357902527,0.5951213977630744,projective_2d_nearest_cell_reassignment,True,0.5951213977630744,False,1468.0884960789087,1092.069912380533,0.5492314317561731
